Property_ID,Property_Name,Property_Type,Property_Status,Bedrooms,Bathrooms,Area_sqft,Parking,Furnished,Construction_Year,Listing_Price,Selling_Price,Discount (%)
P24397,Blue Horizon,Apartment,Under Construction,6,3,2810,No,Semi-Furnished,2020,28771590,26757578.7,7
P24398,Emerald Residency,Plot,Sold,3,3,4223,No,Semi-Furnished,2003,29582115,28398830.4,4
P24399,Emerald Residency,Shop,Available,2,1,3849,No,Unfurnished,2000,34367721,30587271.69,11
P24400,Elite Homes,Apartment,Sold,5,3,2923,No,Unfurnished,2011,19785787,17609350.43,11
P24401,Elite Homes,Apartment,Available,3,4,4505,No,Unfurnished,2017,53627520,51482419.2,4
P24402,River View,Villa,Available,5,5,2569,Yes,Furnished,2012,17235421,16718358.37,3
P24403,Green Residency,Apartment,Under Construction,5,1,2128,Yes,Unfurnished,2018,7254352,6528916.8,10
P24404,Elite Homes,Commercial Office,Under Construction,2,4,541,Yes,Semi-Furnished,2009,6009428,5228202.36,13
P24405,Sunshine Towers,Plot,Available,2,4,4145,Yes,Semi-Furnished,2021,48264380,41990010.6,13
P24406,Silver Oak,Plot,Under Construction,2,4,3826,No,Furnished,2019,28652914,27506797.44,4
P24407,Palm Residency,Shop,Under Construction,5,3,1062,No,Semi-Furnished,2017,10816470,9518493.6,12
P24408,Palm Residency,Apartment,Under Construction,6,1,4143,No,Furnished,2004,11737119,11150263.05,5
P24409,Palm Residency,Villa,Available,6,3,4966,Yes,Semi-Furnished,2011,36907312,35800092.64,3
P24410,Urban Nest,Shop,Available,2,3,4929,No,Furnished,2004,58605810,53917345.2,8
P24411,Urban Nest,Villa,Sold,1,3,4398,No,Furnished,2010,32879448,31893064.56,3
P24412,Royal Enclave,Commercial Office,Under Construction,6,1,4831,No,Unfurnished,2018,36812220,31658509.2,14
P24413,Grand Palace,Commercial Office,Sold,5,2,1095,No,Furnished,2017,10220730,9096449.7,11
P24414,Lake View,Shop,Under Construction,1,5,586,Yes,Semi-Furnished,2024,4217442,4006569.9,5
P24415,Sky Heights,Villa,Under Construction,5,2,2167,Yes,Semi-Furnished,2013,9190247,7811709.95,15
P24416,Lake View,Apartment,Sold,1,5,3318,No,Unfurnished,2007,30827538,29286161.1,5
P24417,Sunshine Towers,Commercial Office,Available,3,5,695,Yes,Semi-Furnished,2016,7551870,6645645.6,12
P24418,River View,Villa,Available,1,4,762,Yes,Furnished,2022,9137904,8132734.56,11
P24419,Blue Horizon,Villa,Under Construction,5,2,4685,Yes,Semi-Furnished,2009,55011270,53360931.9,3
P24420,Sunshine Towers,Commercial Office,Available,4,1,1787,No,Unfurnished,2023,20078732,17066922.2,15
P24421,Lake View,Plot,Sold,5,2,1400,Yes,Unfurnished,2007,15652000,15495480.0,1
P24422,Sunshine Towers,Apartment,Sold,4,3,981,No,Unfurnished,2020,3935772,3424121.64,13
P24423,Blue Horizon,Plot,Under Construction,3,1,3491,No,Furnished,2009,38030954,34227858.6,10
P24424,Emerald Residency,Plot,Sold,6,1,1842,No,Semi-Furnished,2013,13971570,13272991.5,5
P24425,Lake View,Independent House,Sold,2,3,3040,No,Unfurnished,2019,27022560,25401206.4,6
P24426,Emerald Residency,Apartment,Sold,1,5,605,Yes,Unfurnished,2021,6393640,5690339.6,11
P24427,Golden Avenue,Villa,Available,5,5,2803,Yes,Unfurnished,2005,10452387,9720719.91,7
P24428,River View,Independent House,Under Construction,3,2,759,Yes,Unfurnished,2002,8582772,7467011.64,13
P24429,Silver Oak,Commercial Office,Under Construction,4,1,4979,Yes,Unfurnished,2011,25432732,22126476.84,13
P24430,Lake View,Commercial Office,Sold,2,2,3085,No,Unfurnished,2019,30270020,28453818.8,6
P24431,Emerald Residency,Shop,Under Construction,5,5,1028,Yes,Semi-Furnished,2021,10269720,9961628.4,3
P24432,Silver Oak,Villa,Available,1,4,3204,No,Furnished,2001,12393072,12269141.28,1
P24433,Lake View,Villa,Sold,2,3,1243,No,Unfurnished,2011,13764982,12663783.44,8
P24434,Blue Horizon,Shop,Available,5,4,776,Yes,Furnished,2023,9297256,8739420.64,6
P24435,Urban Nest,Commercial Office,Sold,1,1,2825,No,Furnished,2013,29444975,25028228.75,15
P24436,Lake View,Independent House,Under Construction,3,2,4883,No,Unfurnished,2016,58044221,49337587.85,15
P24437,City Square,Independent House,Under Construction,4,1,3905,Yes,Furnished,2007,42420015,39874814.1,6
P24438,Lake View,Independent House,Under Construction,4,4,4471,No,Unfurnished,2019,45358295,42636797.3,6
P24439,City Square,Villa,Available,1,3,2934,No,Semi-Furnished,2000,8857746,7883393.94,11
P24440,City Square,Independent House,Available,1,4,991,Yes,Unfurnished,2021,11399473,9803546.78,14
P24441,Silver Oak,Apartment,Available,4,4,1624,No,Unfurnished,2021,12852336,11695625.76,9
P24442,Silver Oak,Apartment,Sold,2,2,2432,Yes,Furnished,2020,19665152,19468500.48,1
P24443,Sky Heights,Apartment,Under Construction,5,1,3570,Yes,Unfurnished,2025,33757920,29031811.2,14
P24444,River View,Shop,Sold,2,5,878,No,Furnished,2024,10248016,9120734.24,11
P24445,Palm Residency,Villa,Under Construction,1,5,1021,No,Semi-Furnished,2003,3765448,3426557.68,9
P24446,Green Residency,Apartment,Sold,6,2,3830,No,Semi-Furnished,2020,22252300,22252300.0,0
P24447,Blue Horizon,Plot,Sold,6,3,3630,Yes,Semi-Furnished,2006,26695020,24559418.4,8
P24448,Grand Palace,Commercial Office,Sold,2,5,1504,Yes,Semi-Furnished,2005,9443616,8027073.6,15
P24449,Royal Enclave,Independent House,Sold,5,5,754,No,Unfurnished,2002,3095924,3003046.28,3
P24450,Urban Nest,Plot,Under Construction,2,3,4655,No,Unfurnished,2010,23531025,21648543.0,8
P24451,Palm Residency,Shop,Sold,1,3,2168,Yes,Furnished,2004,21001416,18271231.92,13
P24452,Sky Heights,Apartment,Sold,6,2,656,Yes,Semi-Furnished,2016,1851888,1592623.68,14
P24453,Lake View,Commercial Office,Under Construction,1,5,1496,No,Furnished,2021,4812632,4475747.76,7
P24454,City Square,Apartment,Under Construction,4,3,2204,Yes,Furnished,2005,16069364,15265895.8,5
P24455,Elite Homes,Commercial Office,Available,4,2,2354,No,Semi-Furnished,2017,24860594,21628716.78,13
P24456,Palm Residency,Plot,Sold,1,4,2198,No,Furnished,2025,10546004,10229623.88,3
P24457,City Square,Independent House,Under Construction,4,4,1148,Yes,Unfurnished,2006,6665288,6665288.0,0
P24458,Sky Heights,Commercial Office,Available,6,1,4028,No,Semi-Furnished,2023,15817956,15817956.0,0
P24459,Blue Horizon,Independent House,Under Construction,6,2,2533,Yes,Furnished,2003,7682589,6837504.21,11
P24460,Sunshine Towers,Shop,Under Construction,6,4,2454,No,Unfurnished,2025,6689604,6355123.8,5
P24461,Blue Horizon,Shop,Available,2,4,2625,No,Furnished,2014,7623000,6708240.0,12
P24462,Sky Heights,Commercial Office,Available,2,1,3103,No,Semi-Furnished,2002,25056725,21548783.5,14
P24463,River View,Villa,Under Construction,5,2,3952,Yes,Furnished,2019,45534944,41892148.48,8
P24464,Elite Homes,Villa,Available,2,3,3580,Yes,Semi-Furnished,2003,34708100,32972695.0,5
P24465,Royal Enclave,Commercial Office,Under Construction,2,3,1717,No,Unfurnished,2018,20542188,19925922.36,3
P24466,Silver Oak,Villa,Available,1,1,4333,No,Furnished,2016,50180473,43155206.78,14
P24467,Silver Oak,Shop,Under Construction,5,2,1745,No,Furnished,2025,9147290,7775196.5,15
P24468,Grand Palace,Commercial Office,Sold,6,2,2135,Yes,Furnished,2011,22058820,21176467.2,4
P24469,Palm Residency,Shop,Available,6,1,4658,Yes,Semi-Furnished,2020,50068842,45061957.8,10
P24470,Green Residency,Commercial Office,Sold,6,2,3766,No,Semi-Furnished,2023,21432306,19503398.46,9
P24471,Urban Nest,Apartment,Under Construction,1,4,4817,Yes,Unfurnished,2017,47659398,43846646.16,8
P24472,Elite Homes,Shop,Available,5,1,3986,Yes,Furnished,2010,41928734,41928734.0,0
P24473,Royal Enclave,Plot,Available,4,4,1198,No,Unfurnished,2003,3087246,2655031.56,14
P24474,Lake View,Apartment,Available,1,4,2624,No,Semi-Furnished,2019,11521984,10830664.96,6
P24475,Golden Avenue,Shop,Sold,4,3,2315,Yes,Furnished,2017,20425245,17974215.6,12
P24476,River View,Plot,Sold,6,1,1598,Yes,Furnished,2009,11080532,10415700.08,6
P24477,Palm Residency,Independent House,Under Construction,2,2,2272,No,Furnished,2009,15665440,13472278.4,14
P24478,Grand Palace,Plot,Under Construction,2,5,1624,Yes,Semi-Furnished,2008,4784304,4305873.6,10
P24479,Elite Homes,Shop,Sold,2,5,4495,Yes,Semi-Furnished,2002,32521325,29919619.0,8
P24480,City Square,Apartment,Under Construction,4,3,4370,No,Unfurnished,2015,23047380,20051220.6,13
P24481,Elite Homes,Shop,Sold,1,1,2936,No,Semi-Furnished,2017,12613056,11477880.96,9
P24482,Royal Enclave,Villa,Available,1,4,1288,No,Unfurnished,2015,7909608,7593223.68,4
P24483,City Square,Commercial Office,Sold,4,5,2813,No,Unfurnished,2004,11195740,10859867.8,3
P24484,Blue Horizon,Independent House,Under Construction,4,1,2203,No,Furnished,2009,13215797,12951481.06,2
P24485,Sunshine Towers,Commercial Office,Under Construction,5,2,1934,No,Unfurnished,2021,5246942,5142003.16,2
P24486,Elite Homes,Apartment,Available,1,3,1331,No,Furnished,2014,10686599,10472867.02,2
P24487,Blue Horizon,Commercial Office,Sold,3,2,592,Yes,Unfurnished,2015,6576528,5721579.36,13
P24488,City Square,Apartment,Sold,6,4,3539,Yes,Unfurnished,2011,12506826,12256689.48,2
P24489,Lake View,Shop,Under Construction,3,3,2615,No,Unfurnished,2007,6827765,6827765.0,0
P24490,Sky Heights,Plot,Available,1,3,2616,Yes,Unfurnished,2017,21336096,19842569.28,7
P24491,Golden Avenue,Plot,Sold,3,1,659,Yes,Semi-Furnished,2019,4323040,4150118.4,4
P24492,Royal Enclave,Commercial Office,Available,2,4,1215,No,Semi-Furnished,2022,3829680,3331821.6,13
P24493,Emerald Residency,Shop,Available,1,1,4948,No,Unfurnished,2021,25531680,23489145.6,8
P24494,Sunshine Towers,Villa,Under Construction,3,4,4098,No,Semi-Furnished,2022,43983834,42224480.64,4
P24495,Urban Nest,Shop,Under Construction,5,4,1861,Yes,Semi-Furnished,2001,10166643,9963310.14,2
P24496,Golden Avenue,Independent House,Sold,3,3,2414,No,Semi-Furnished,2015,28014470,23812299.5,15
P24497,Golden Avenue,Villa,Available,4,3,1807,No,Unfurnished,2021,7930923,7692995.31,3
P24498,Silver Oak,Independent House,Under Construction,3,2,4949,Yes,Semi-Furnished,2022,26031740,22907931.2,12
P24499,Elite Homes,Commercial Office,Under Construction,6,3,3192,Yes,Unfurnished,2006,24256008,24013447.92,1
P24500,Urban Nest,Shop,Sold,1,2,4608,Yes,Furnished,2015,54024192,47001047.04,13
P24501,Grand Palace,Plot,Under Construction,2,5,4535,Yes,Unfurnished,2012,13346505,12278784.6,8
P24502,Royal Enclave,Shop,Sold,3,4,4551,Yes,Unfurnished,2021,21371496,21371496.0,0
P24503,Golden Avenue,Villa,Under Construction,1,1,4253,No,Semi-Furnished,2016,35733706,34661694.82,3
P24504,Emerald Residency,Commercial Office,Under Construction,5,4,3610,Yes,Unfurnished,2011,24508290,22302543.9,9
P24505,Royal Enclave,Plot,Under Construction,3,4,903,Yes,Unfurnished,2023,6870927,5977706.49,13
P24506,Palm Residency,Independent House,Available,4,1,4875,No,Furnished,2024,50509875,48489480.0,4
P24507,Green Residency,Shop,Under Construction,5,1,721,Yes,Unfurnished,2025,2193282,1886222.52,14
P24508,River View,Independent House,Available,2,5,2406,No,Furnished,2009,10266402,9753081.9,5
P24509,Lake View,Commercial Office,Available,2,1,4857,No,Unfurnished,2004,21195948,19712231.64,7
P24510,Sky Heights,Independent House,Available,3,2,1151,No,Furnished,2018,12425045,11803792.75,5
P24511,Emerald Residency,Shop,Available,5,1,4117,Yes,Semi-Furnished,2004,32157887,30871571.52,4
P24512,Emerald Residency,Plot,Sold,5,1,4584,No,Furnished,2020,27572760,24264028.8,12
P24513,Urban Nest,Independent House,Sold,2,3,2033,Yes,Semi-Furnished,2017,13509285,11753077.95,13
P24514,Golden Avenue,Shop,Under Construction,2,4,987,No,Furnished,2011,6968220,6132033.6,12
P24515,Lake View,Shop,Available,2,3,4938,No,Unfurnished,2015,32304396,31981352.04,1
P24516,Palm Residency,Apartment,Under Construction,1,1,1899,Yes,Semi-Furnished,2012,13917771,12386816.19,11
P24517,Palm Residency,Villa,Available,2,4,1058,Yes,Unfurnished,2020,5496310,5221494.5,5
P24518,Silver Oak,Shop,Sold,4,5,3343,No,Semi-Furnished,2021,39781700,38986066.0,2
P24519,Emerald Residency,Commercial Office,Under Construction,3,3,2500,No,Semi-Furnished,2010,16005000,15204750.0,5
P24520,Elite Homes,Independent House,Sold,5,3,4617,Yes,Furnished,2015,15637779,15012267.84,4
P24521,Elite Homes,Villa,Available,2,2,4303,No,Semi-Furnished,2014,27513382,25862579.08,6
P24522,Blue Horizon,Villa,Under Construction,3,2,4635,Yes,Semi-Furnished,2001,14354595,12488497.65,13
P24523,Royal Enclave,Apartment,Sold,2,3,1065,No,Semi-Furnished,2025,7738290,7351375.5,5
P24524,Lake View,Independent House,Under Construction,1,2,4501,No,Furnished,2005,31155922,28040329.8,10
P24525,Blue Horizon,Plot,Under Construction,2,5,1378,Yes,Semi-Furnished,2006,8675888,8415611.36,3
P24526,Elite Homes,Villa,Sold,6,5,3820,No,Furnished,2016,37596440,34588724.8,8
P24527,Golden Avenue,Plot,Available,5,4,3112,Yes,Semi-Furnished,2024,28241400,25982088.0,8
P24528,Blue Horizon,Plot,Under Construction,4,1,4853,Yes,Semi-Furnished,2003,33160549,30507705.08,8
P24529,Royal Enclave,Independent House,Under Construction,3,4,4790,Yes,Semi-Furnished,2007,47880840,40698714.0,15
P24530,Urban Nest,Villa,Under Construction,4,4,3251,No,Furnished,2000,28579541,25721586.9,10
P24531,River View,Villa,Available,1,4,1288,Yes,Furnished,2012,9390808,8733451.44,7
P24532,River View,Plot,Under Construction,1,3,3387,No,Semi-Furnished,2005,40386588,39578856.24,2
P24533,Silver Oak,Independent House,Sold,3,2,2937,No,Unfurnished,2001,23120064,19652054.4,15
P24534,Emerald Residency,Shop,Under Construction,5,1,2891,No,Furnished,2001,28817488,24783039.68,14
P24535,Emerald Residency,Apartment,Available,3,5,3116,Yes,Unfurnished,2010,35793492,31498272.96,12
P24536,City Square,Apartment,Under Construction,6,1,2438,No,Furnished,2013,28917118,26025406.2,10
P24537,Urban Nest,Independent House,Under Construction,3,3,4421,No,Furnished,2012,47662801,46709544.98,2
P24538,Sky Heights,Apartment,Sold,2,5,3111,No,Furnished,2022,28677198,26383022.16,8
P24539,Grand Palace,Commercial Office,Sold,1,4,2198,No,Unfurnished,2004,11851616,10784970.56,9
P24540,Blue Horizon,Shop,Under Construction,3,1,4487,Yes,Furnished,2006,27177759,26362426.23,3
P24541,Sky Heights,Apartment,Under Construction,3,5,3517,Yes,Furnished,2003,10185232,9064856.48,11
P24542,Silver Oak,Shop,Under Construction,2,4,4842,Yes,Furnished,2021,41505624,35279780.4,15
P24543,Green Residency,Apartment,Sold,1,2,4697,No,Furnished,2016,49567441,49567441.0,0
P24544,Silver Oak,Villa,Sold,3,5,4517,No,Furnished,2022,33208984,28227636.4,15
P24545,Golden Avenue,Independent House,Sold,2,2,3622,No,Unfurnished,2016,21210432,19513597.44,8
P24546,City Square,Plot,Sold,3,5,4367,No,Unfurnished,2007,30957663,29409779.85,5
P24547,Blue Horizon,Apartment,Under Construction,2,2,4433,Yes,Unfurnished,2019,33145541,30493897.72,8
P24548,Sky Heights,Villa,Available,1,5,2444,No,Furnished,2009,10098608,8684802.88,14
P24549,Emerald Residency,Apartment,Sold,3,3,1307,Yes,Semi-Furnished,2024,12730180,11839067.4,7
P24550,Urban Nest,Apartment,Under Construction,3,1,4474,Yes,Furnished,2023,37438432,37438432.0,0
P24551,Golden Avenue,Villa,Under Construction,6,5,1109,Yes,Unfurnished,2019,4368351,3844148.88,12
P24552,Golden Avenue,Shop,Available,2,1,4747,No,Semi-Furnished,2010,46805420,41656823.8,11
P24553,Green Residency,Villa,Under Construction,2,5,2691,No,Unfurnished,2019,21406905,19694352.6,8
P24554,Emerald Residency,Villa,Sold,5,4,1113,Yes,Semi-Furnished,2008,9804417,8333754.45,15
P24555,Emerald Residency,Apartment,Sold,6,2,3153,No,Unfurnished,2006,28175208,25357687.2,10
P24556,Sunshine Towers,Shop,Available,4,3,4444,No,Furnished,2010,38800564,38024552.72,2
P24557,Lake View,Commercial Office,Available,1,5,3188,No,Furnished,2022,13934748,12680620.68,9
P24558,River View,Commercial Office,Available,5,2,4580,Yes,Furnished,2000,34212600,34212600.0,0
P24559,Blue Horizon,Commercial Office,Available,1,1,1245,Yes,Furnished,2009,10323540,9084715.2,12
P24560,Urban Nest,Villa,Available,5,5,4506,No,Furnished,2010,24940710,23943081.6,4
P24561,Golden Avenue,Independent House,Available,1,2,531,Yes,Furnished,2002,2539242,2361495.06,7
P24562,Sunshine Towers,Independent House,Under Construction,6,3,806,Yes,Semi-Furnished,2005,7177430,6603235.6,8
P24563,Golden Avenue,Apartment,Under Construction,1,4,3815,No,Semi-Furnished,2013,39027450,35124705.0,10
P24564,Golden Avenue,Apartment,Under Construction,4,2,4150,No,Unfurnished,2017,42940050,41222448.0,4
P24565,City Square,Commercial Office,Under Construction,4,4,1549,Yes,Furnished,2018,7133145,6990482.1,2
P24566,Royal Enclave,Commercial Office,Sold,1,4,2504,No,Semi-Furnished,2006,26196848,22529289.28,14
P24567,Green Residency,Commercial Office,Sold,1,4,2931,No,Unfurnished,2010,27750708,23588101.8,15
P24568,Elite Homes,Shop,Sold,3,1,3700,Yes,Unfurnished,2019,42631400,39647202.0,7
P24569,Emerald Residency,Commercial Office,Sold,5,1,1092,Yes,Furnished,2003,11840556,11130122.64,6
P24570,Sunshine Towers,Apartment,Available,5,2,1265,Yes,Unfurnished,2001,7253510,7035904.7,3
P24571,Urban Nest,Independent House,Available,2,2,1473,Yes,Unfurnished,2020,10275648,9556352.64,7
P24572,Silver Oak,Independent House,Under Construction,3,5,1021,Yes,Furnished,2009,4458707,4012836.3,10
P24573,City Square,Plot,Sold,3,5,2305,Yes,Unfurnished,2009,5866225,4986291.25,15
P24574,Lake View,Independent House,Sold,5,3,3188,Yes,Furnished,2015,9398224,8928312.8,5
P24575,Palm Residency,Villa,Sold,3,2,1578,No,Furnished,2015,15357096,15203525.04,1
P24576,Green Residency,Villa,Under Construction,1,1,2574,No,Semi-Furnished,2003,28092636,23878740.6,15
P24577,Sky Heights,Plot,Available,1,5,4014,No,Unfurnished,2004,44129916,40158223.56,9
P24578,Elite Homes,Apartment,Available,3,3,1193,No,Semi-Furnished,2005,9627510,9242409.6,4
P24579,City Square,Apartment,Available,1,4,2637,Yes,Semi-Furnished,2024,27205929,23397098.94,14
P24580,Golden Avenue,Shop,Sold,1,4,1883,Yes,Unfurnished,2015,16658901,14826421.89,11
P24581,Royal Enclave,Plot,Available,3,3,3331,No,Semi-Furnished,2000,34729006,33339845.76,4
P24582,Golden Avenue,Commercial Office,Under Construction,4,4,3563,Yes,Furnished,2013,25265233,21475448.05,15
P24583,Grand Palace,Villa,Available,1,3,1315,No,Semi-Furnished,2004,15175100,14416345.0,5
P24584,Sky Heights,Villa,Under Construction,4,4,1503,No,Unfurnished,2002,16059555,13971812.85,13
P24585,City Square,Plot,Under Construction,5,2,784,No,Semi-Furnished,2004,8261792,8013938.24,3
P24586,Green Residency,Independent House,Available,1,4,1431,Yes,Furnished,2008,4384584,4340738.16,1
P24587,Sky Heights,Villa,Under Construction,1,2,2555,Yes,Semi-Furnished,2000,6803965,6735925.35,1
P24588,Lake View,Independent House,Under Construction,6,1,3423,No,Unfurnished,2020,17046540,15853282.2,7
P24589,Blue Horizon,Apartment,Under Construction,4,4,1361,No,Furnished,2011,7372537,7003910.15,5
P24590,River View,Shop,Available,4,1,3304,No,Furnished,2001,24413256,21239532.72,13
P24591,City Square,Villa,Available,1,4,2967,No,Unfurnished,2011,22299972,20515974.24,8
P24592,Sky Heights,Apartment,Sold,1,4,650,No,Semi-Furnished,2010,4878250,4683120.0,4
P24593,Royal Enclave,Shop,Under Construction,2,1,4567,Yes,Semi-Furnished,2024,26351590,23716431.0,10
P24594,Silver Oak,Commercial Office,Under Construction,6,2,2952,No,Unfurnished,2012,14692104,13369814.64,9
P24595,Sunshine Towers,Independent House,Under Construction,4,2,2299,Yes,Semi-Furnished,2023,11888129,10580434.81,11
P24596,Blue Horizon,Apartment,Sold,1,1,3801,No,Furnished,2024,45072258,41015754.78,9
P24597,Grand Palace,Commercial Office,Available,2,3,2457,Yes,Unfurnished,2005,18361161,16341433.29,11
P24598,Silver Oak,Independent House,Under Construction,6,2,1742,Yes,Unfurnished,2013,9817912,8934299.92,9
P24599,Urban Nest,Independent House,Available,6,3,4679,No,Furnished,2025,50851372,49834344.56,2
P24600,Lake View,Independent House,Sold,6,5,1150,Yes,Furnished,2005,11497700,11267746.0,2
P24601,Urban Nest,Villa,Available,1,5,1217,Yes,Unfurnished,2021,10213064,10213064.0,0
P24602,Urban Nest,Apartment,Under Construction,2,3,2948,Yes,Furnished,2022,23303940,22138743.0,5
P24603,Golden Avenue,Villa,Available,2,4,1952,Yes,Unfurnished,2017,16189888,15866090.24,2
P24604,Royal Enclave,Plot,Under Construction,1,5,2593,Yes,Furnished,2016,12487888,11988372.48,4
P24605,Grand Palace,Villa,Available,2,5,4601,Yes,Unfurnished,2019,28521599,24528575.14,14
P24606,Urban Nest,Apartment,Sold,2,5,3835,No,Semi-Furnished,2007,12674675,10900220.5,14
P24607,Elite Homes,Commercial Office,Available,5,1,3112,No,Semi-Furnished,2018,34110632,31722887.76,7
P24608,Palm Residency,Shop,Sold,4,5,4647,Yes,Furnished,2019,43904856,37319127.6,15
P24609,Lake View,Shop,Under Construction,4,3,1276,Yes,Semi-Furnished,2004,14445596,13578860.24,6
P24610,Elite Homes,Commercial Office,Sold,5,3,2507,No,Unfurnished,2000,9952790,9256094.7,7
P24611,Blue Horizon,Independent House,Under Construction,5,1,2391,No,Unfurnished,2023,8779752,8691954.48,1
P24612,Sunshine Towers,Independent House,Sold,5,2,2745,Yes,Semi-Furnished,2000,19354995,16645295.7,14
P24613,Silver Oak,Independent House,Available,4,2,740,Yes,Unfurnished,2006,8487800,7723898.0,9
P24614,City Square,Independent House,Sold,6,3,2729,No,Semi-Furnished,2014,26340308,26076904.92,1
P24615,Sky Heights,Villa,Sold,5,2,1690,Yes,Unfurnished,2013,9408230,8185160.1,13
P24616,River View,Villa,Sold,4,3,2653,No,Unfurnished,2023,7892675,6945554.0,12
P24617,Blue Horizon,Commercial Office,Sold,4,4,2241,No,Semi-Furnished,2021,19167273,17633891.16,8
P24618,Silver Oak,Apartment,Available,5,2,3686,Yes,Furnished,2025,41861902,37257092.78,11
P24619,Grand Palace,Shop,Under Construction,6,5,4502,No,Unfurnished,2009,19930354,17538711.52,12
P24620,Grand Palace,Independent House,Sold,6,4,3455,Yes,Semi-Furnished,2009,23970790,22772250.5,5
P24621,Royal Enclave,Plot,Available,5,4,4405,No,Furnished,2002,15060695,14910088.05,1
P24622,Palm Residency,Apartment,Available,3,2,3756,Yes,Semi-Furnished,2007,9731796,9537160.08,2
P24623,Elite Homes,Apartment,Under Construction,2,2,4083,Yes,Furnished,2009,22035951,19171277.37,13
P24624,Royal Enclave,Commercial Office,Available,3,2,3931,Yes,Semi-Furnished,2003,21408226,19481485.66,9
P24625,Green Residency,Apartment,Sold,4,3,3703,No,Unfurnished,2013,35434007,34370986.79,3
P24626,Blue Horizon,Apartment,Under Construction,2,5,3579,No,Semi-Furnished,2012,20414616,17556569.76,14
P24627,Silver Oak,Villa,Sold,5,3,3698,Yes,Unfurnished,2003,38274300,34064127.0,11
P24628,Grand Palace,Plot,Under Construction,5,4,2902,Yes,Semi-Furnished,2020,20345922,19328625.9,5
P24629,Royal Enclave,Plot,Available,4,2,2250,No,Semi-Furnished,2004,11049750,9834277.5,11
P24630,Urban Nest,Shop,Available,5,4,581,No,Furnished,2014,5124420,4765710.6,7
P24631,Blue Horizon,Independent House,Under Construction,1,3,4310,Yes,Furnished,2007,21920660,20824627.0,5
P24632,Grand Palace,Independent House,Under Construction,5,4,2168,Yes,Semi-Furnished,2009,18987344,17468356.48,8
P24633,Sky Heights,Villa,Under Construction,4,5,4790,Yes,Unfurnished,2016,57398570,51084727.3,11
P24634,Palm Residency,Commercial Office,Under Construction,4,1,1789,Yes,Semi-Furnished,2009,13512317,12701577.98,6
P24635,City Square,Commercial Office,Sold,5,1,858,No,Furnished,2020,2701842,2566749.9,5
P24636,Grand Palace,Independent House,Under Construction,1,3,1688,No,Furnished,2008,14245032,13390330.08,6
P24637,Sunshine Towers,Plot,Available,1,1,3522,No,Unfurnished,2007,34149312,33466325.76,2
P24638,Elite Homes,Shop,Sold,1,4,3375,Yes,Unfurnished,2009,12079125,11233586.25,7
P24639,Grand Palace,Commercial Office,Sold,2,2,3652,Yes,Furnished,2005,14180716,13188065.88,7
P24640,Palm Residency,Villa,Under Construction,3,4,4497,No,Semi-Furnished,2017,49552443,48561394.14,2
P24641,Royal Enclave,Villa,Available,2,2,4298,Yes,Furnished,2012,16684836,16351139.28,2
P24642,Emerald Residency,Apartment,Under Construction,2,3,2297,No,Semi-Furnished,2021,12068438,10378856.68,14
P24643,Urban Nest,Plot,Sold,6,4,4525,No,Unfurnished,2025,22638575,21733032.0,4
P24644,River View,Commercial Office,Available,1,5,3106,No,Unfurnished,2003,21428294,18214049.9,15
P24645,Royal Enclave,Villa,Available,6,1,3243,Yes,Furnished,2005,24526809,21338323.83,13
P24646,Royal Enclave,Shop,Available,5,3,4554,Yes,Furnished,2007,47889864,46932066.72,2
P24647,Palm Residency,Independent House,Under Construction,3,2,4789,Yes,Semi-Furnished,2008,16507683,15847375.68,4
P24648,City Square,Commercial Office,Sold,5,1,4038,No,Semi-Furnished,2007,25108284,23099621.28,8
P24649,Elite Homes,Apartment,Under Construction,4,3,2920,Yes,Furnished,2016,32876280,28931126.4,12
P24650,Green Residency,Apartment,Sold,3,5,3420,Yes,Unfurnished,2002,34583040,32853888.0,5
P24651,Lake View,Shop,Sold,3,2,2344,Yes,Unfurnished,2014,14019464,13598880.08,3
P24652,Golden Avenue,Commercial Office,Under Construction,3,1,2476,Yes,Furnished,2013,20939532,17798602.2,15
P24653,Green Residency,Plot,Under Construction,2,5,3859,No,Semi-Furnished,2003,15679117,14424787.64,8
P24654,Royal Enclave,Independent House,Sold,4,3,2402,No,Unfurnished,2014,16259138,15120998.34,7
P24655,Lake View,Plot,Under Construction,3,4,4296,Yes,Furnished,2018,33014760,32684612.4,1
P24656,Emerald Residency,Plot,Sold,5,3,4512,No,Unfurnished,2011,53864256,51171043.2,5
P24657,Urban Nest,Apartment,Sold,1,2,3571,No,Furnished,2000,31631918,27203449.48,14
P24658,Silver Oak,Independent House,Available,4,4,1489,No,Unfurnished,2025,11608244,10099172.28,13
P24659,Sunshine Towers,Shop,Sold,1,2,2920,Yes,Unfurnished,2006,25249240,22976808.4,9
P24660,Urban Nest,Independent House,Under Construction,5,1,4057,No,Furnished,2002,28516653,25094654.64,12
P24661,Emerald Residency,Shop,Under Construction,1,4,1849,Yes,Furnished,2012,9986449,9886584.51,1
P24662,Lake View,Commercial Office,Available,1,5,4565,Yes,Unfurnished,2015,14630825,13606667.25,7
P24663,Blue Horizon,Plot,Sold,4,5,572,Yes,Semi-Furnished,2011,3730012,3319710.68,11
