Property_ID,Swimming_Pool,Gym,Garden,Lift,Security,Power_Backup,Club_House,CCTV,Childrens_Play_Area
P26378,Yes,No,No,Yes,Yes,No,No,No,No
P26379,No,Yes,No,No,Yes,No,No,No,No
P26380,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P26381,No,No,No,No,Yes,Yes,Yes,No,Yes
P26382,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P26383,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P26384,No,No,No,No,No,No,No,No,No
P26385,No,No,No,Yes,Yes,Yes,No,Yes,No
P26386,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26387,No,No,No,Yes,No,Yes,Yes,Yes,Yes
P26388,No,No,No,No,Yes,Yes,No,Yes,No
P26389,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26390,Yes,Yes,No,Yes,Yes,Yes,No,No,No
P26391,No,No,No,Yes,Yes,No,No,Yes,No
P26392,Yes,No,No,No,No,Yes,No,Yes,Yes
P26393,No,No,Yes,No,Yes,Yes,No,No,No
P26394,No,Yes,No,Yes,No,No,No,No,Yes
P26395,No,Yes,Yes,No,Yes,No,No,Yes,No
P26396,No,No,No,No,Yes,Yes,No,No,Yes
P26397,No,No,Yes,No,No,No,Yes,Yes,Yes
P26398,No,No,Yes,No,Yes,No,No,Yes,Yes
P26399,No,Yes,No,No,Yes,No,No,Yes,Yes
P26400,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26401,No,Yes,No,No,Yes,Yes,No,Yes,No
P26402,No,No,No,Yes,Yes,Yes,No,No,Yes
P26403,Yes,No,Yes,No,Yes,Yes,No,Yes,No
P26404,No,No,No,No,No,Yes,No,Yes,No
P26405,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26406,No,No,Yes,No,No,Yes,No,Yes,No
P26407,No,Yes,No,No,No,Yes,No,Yes,No
P26408,No,No,No,No,Yes,No,Yes,No,No
P26409,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P26410,Yes,Yes,No,Yes,Yes,No,No,No,No
P26411,No,No,No,Yes,Yes,Yes,Yes,No,No
P26412,No,Yes,Yes,No,Yes,No,No,No,Yes
P26413,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
P26414,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
P26415,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
P26416,Yes,No,No,No,Yes,Yes,No,Yes,Yes
P26417,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26418,No,No,Yes,No,No,No,Yes,Yes,No
P26419,No,No,No,Yes,Yes,No,No,Yes,Yes
P26420,No,No,Yes,Yes,No,No,No,Yes,No
P26421,No,No,No,Yes,Yes,Yes,No,Yes,No
P26422,No,No,Yes,No,Yes,Yes,No,Yes,No
P26423,No,No,No,Yes,Yes,No,No,No,Yes
P26424,Yes,No,Yes,No,Yes,Yes,No,No,No
P26425,No,No,No,No,Yes,No,No,No,No
P26426,No,No,Yes,No,Yes,No,No,Yes,Yes
P26427,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26428,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
P26429,No,No,No,Yes,Yes,Yes,No,Yes,No
P26430,No,Yes,No,Yes,No,Yes,No,Yes,Yes
P26431,No,Yes,No,No,No,No,No,Yes,No
P26432,No,No,Yes,No,No,No,Yes,No,No
P26433,No,No,Yes,No,Yes,No,No,No,Yes
P26434,No,Yes,No,No,Yes,Yes,No,No,No
P26435,No,No,No,Yes,Yes,Yes,No,Yes,No
P26436,No,No,No,Yes,No,Yes,Yes,Yes,Yes
P26437,No,No,No,Yes,Yes,Yes,No,Yes,No
P26438,No,No,No,No,Yes,Yes,No,No,Yes
P26439,No,Yes,No,No,Yes,No,No,No,No
P26440,No,No,No,Yes,Yes,No,No,Yes,No
P26441,No,No,No,No,No,Yes,No,Yes,Yes
P26442,Yes,No,Yes,No,Yes,Yes,No,Yes,No
P26443,No,No,Yes,No,Yes,Yes,No,Yes,No
P26444,No,Yes,Yes,No,Yes,Yes,No,No,No
P26445,No,No,No,Yes,No,Yes,Yes,No,No
P26446,No,No,No,Yes,Yes,No,No,Yes,Yes
P26447,No,No,No,Yes,Yes,No,No,Yes,Yes
P26448,No,No,No,No,No,No,No,No,No
P26449,No,No,No,No,Yes,Yes,No,No,No
P26450,No,No,Yes,Yes,Yes,Yes,No,No,Yes
P26451,No,Yes,Yes,Yes,Yes,Yes,No,No,No
P26452,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P26453,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26454,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P26455,No,No,Yes,Yes,Yes,No,No,Yes,Yes
P26456,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26457,No,No,No,No,Yes,Yes,No,Yes,No
P26458,No,No,No,Yes,Yes,Yes,No,Yes,No
P26459,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26460,No,No,No,No,No,Yes,No,Yes,Yes
P26461,No,No,No,No,Yes,Yes,No,Yes,Yes
P26462,No,Yes,No,No,No,No,Yes,No,Yes
P26463,No,No,No,No,Yes,No,No,Yes,No
P26464,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P26465,No,No,Yes,No,Yes,Yes,No,Yes,No
P26466,No,No,No,No,Yes,Yes,Yes,No,No
P26467,No,No,No,Yes,No,Yes,Yes,Yes,No
P26468,No,Yes,No,No,Yes,Yes,No,Yes,No
P26469,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
P26470,No,No,Yes,No,Yes,Yes,Yes,No,No
P26471,No,No,No,No,Yes,Yes,No,Yes,No
P26472,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P26473,Yes,No,Yes,No,Yes,No,No,No,Yes
P26474,No,Yes,Yes,No,Yes,Yes,No,No,Yes
P26475,No,No,No,No,Yes,No,Yes,Yes,No
P26476,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P26477,No,No,Yes,No,Yes,No,No,Yes,No
P26478,No,No,Yes,Yes,Yes,Yes,No,No,Yes
P26479,Yes,Yes,No,No,No,No,No,Yes,Yes
P26480,Yes,No,No,No,Yes,No,No,Yes,No
P26481,No,Yes,No,Yes,No,Yes,No,Yes,Yes
P26482,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P26483,No,No,No,Yes,No,No,No,Yes,No
P26484,No,No,Yes,No,No,Yes,No,Yes,Yes
P26485,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P26486,No,Yes,No,No,No,Yes,Yes,Yes,Yes
P26487,No,No,No,Yes,Yes,No,No,No,Yes
P26488,Yes,No,No,No,Yes,No,No,Yes,Yes
P26489,No,No,No,Yes,Yes,Yes,No,Yes,No
P26490,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P26491,Yes,No,Yes,No,Yes,No,Yes,Yes,No
P26492,No,No,Yes,No,Yes,No,No,Yes,No
P26493,No,No,No,No,Yes,Yes,Yes,No,No
P26494,Yes,No,Yes,No,No,Yes,No,Yes,No
P26495,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26496,Yes,No,Yes,No,No,Yes,Yes,Yes,No
P26497,No,No,No,Yes,No,Yes,Yes,Yes,Yes
P26498,No,No,Yes,Yes,Yes,No,No,Yes,Yes
P26499,No,No,No,No,Yes,Yes,No,Yes,No
P26500,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26501,Yes,No,No,No,No,Yes,No,Yes,No
P26502,Yes,No,No,No,Yes,Yes,No,Yes,No
P26503,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26504,No,Yes,No,No,Yes,Yes,No,No,Yes
P26505,No,No,No,No,Yes,Yes,No,Yes,Yes
P26506,No,No,Yes,No,No,No,Yes,Yes,No
P26507,No,Yes,Yes,Yes,No,No,No,Yes,Yes
P26508,Yes,No,Yes,Yes,Yes,Yes,No,No,No
P26509,No,No,Yes,Yes,Yes,No,No,No,No
P26510,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26511,No,No,No,Yes,Yes,Yes,No,Yes,No
P26512,No,No,No,No,Yes,Yes,Yes,Yes,No
P26513,No,Yes,No,No,Yes,No,No,No,No
P26514,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P26515,No,No,No,No,Yes,No,No,No,No
P26516,No,No,No,Yes,Yes,Yes,No,Yes,No
P26517,No,No,Yes,No,No,No,No,Yes,No
P26518,No,No,Yes,No,Yes,No,No,Yes,Yes
P26519,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P26520,No,Yes,No,No,No,Yes,No,No,Yes
P26521,Yes,No,Yes,Yes,No,No,No,Yes,No
P26522,Yes,No,No,No,Yes,Yes,No,Yes,Yes
P26523,Yes,No,Yes,No,Yes,No,No,No,Yes
P26524,No,No,No,No,Yes,Yes,No,Yes,Yes
P26525,Yes,Yes,No,No,Yes,No,No,No,Yes
P26526,No,No,No,Yes,No,Yes,No,Yes,Yes
P26527,No,No,No,Yes,Yes,Yes,No,No,Yes
P26528,No,No,Yes,Yes,No,Yes,No,Yes,No
P26529,No,No,No,No,Yes,No,No,Yes,No
P26530,No,No,No,Yes,Yes,No,No,No,Yes
P26531,Yes,No,No,Yes,No,Yes,No,No,Yes
P26532,No,No,No,Yes,Yes,No,No,Yes,No
P26533,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P26534,No,Yes,No,No,No,Yes,No,Yes,No
P26535,Yes,No,No,No,Yes,No,No,Yes,Yes
P26536,No,No,Yes,Yes,No,Yes,No,Yes,No
P26537,No,Yes,No,No,No,Yes,No,No,No
P26538,No,Yes,No,No,No,No,Yes,No,Yes
P26539,No,No,No,No,Yes,No,No,Yes,No
P26540,No,Yes,No,No,No,No,No,Yes,Yes
P26541,No,No,No,No,Yes,No,No,Yes,Yes
P26542,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
P26543,No,No,No,No,Yes,Yes,No,No,Yes
P26544,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P26545,Yes,No,No,No,No,Yes,No,No,No
P26546,No,No,No,Yes,Yes,No,No,Yes,No
P26547,No,No,No,No,Yes,No,No,Yes,Yes
P26548,No,Yes,No,Yes,Yes,No,No,Yes,No
P26549,No,No,Yes,Yes,Yes,No,No,No,No
P26550,No,No,Yes,No,Yes,Yes,No,Yes,No
P26551,No,No,No,Yes,Yes,Yes,No,Yes,No
P26552,Yes,No,No,Yes,No,Yes,Yes,Yes,No
P26553,No,No,Yes,Yes,No,Yes,No,No,Yes
P26554,No,No,Yes,Yes,Yes,Yes,Yes,No,No
P26555,No,No,No,No,Yes,No,No,No,Yes
P26556,Yes,No,Yes,No,No,Yes,Yes,Yes,No
P26557,No,No,Yes,Yes,Yes,Yes,No,No,Yes
P26558,No,No,Yes,Yes,No,No,No,Yes,No
P26559,No,No,No,Yes,No,No,No,Yes,Yes
P26560,No,No,No,No,Yes,Yes,Yes,No,No
P26561,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26562,No,No,No,Yes,Yes,No,No,No,No
P26563,No,No,No,No,Yes,Yes,No,Yes,No
P26564,No,Yes,No,Yes,Yes,No,No,No,No
P26565,No,No,Yes,Yes,No,Yes,Yes,Yes,No
P26566,No,No,No,No,No,Yes,No,Yes,No
P26567,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
P26568,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P26569,No,No,No,Yes,Yes,Yes,No,Yes,No
P26570,No,Yes,No,Yes,Yes,No,No,Yes,No
P26571,No,Yes,Yes,Yes,Yes,Yes,No,No,No
P26572,Yes,No,No,Yes,No,No,No,Yes,No
P26573,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26574,No,No,No,Yes,Yes,Yes,No,Yes,No
P26575,No,No,Yes,No,No,Yes,No,No,No
P26576,Yes,No,Yes,Yes,Yes,No,No,Yes,No
P26577,No,Yes,No,No,No,Yes,Yes,No,No
P26578,No,Yes,No,Yes,No,Yes,No,Yes,No
P26579,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26580,No,Yes,No,Yes,No,Yes,Yes,Yes,No
P26581,No,No,Yes,Yes,Yes,No,No,Yes,Yes
P26582,No,Yes,No,No,Yes,No,Yes,Yes,No
P26583,No,Yes,No,No,No,Yes,No,Yes,No
P26584,No,No,No,No,Yes,Yes,No,No,No
P26585,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P26586,Yes,No,No,Yes,Yes,Yes,No,No,No
P26587,Yes,No,Yes,No,Yes,Yes,No,No,Yes
P26588,No,No,No,No,No,Yes,No,Yes,No
P26589,No,No,No,No,Yes,Yes,Yes,Yes,No
P26590,No,Yes,Yes,No,No,No,No,Yes,Yes
P26591,No,No,No,Yes,Yes,No,No,Yes,No
P26592,No,No,Yes,Yes,No,Yes,No,Yes,No
P26593,No,No,Yes,No,No,No,Yes,No,Yes
P26594,No,No,No,No,No,No,No,Yes,No
P26595,No,No,No,Yes,Yes,Yes,No,Yes,No
P26596,No,No,No,No,No,Yes,No,Yes,No
P26597,No,No,No,No,No,Yes,No,No,No
P26598,No,No,Yes,No,No,No,Yes,Yes,Yes
P26599,No,Yes,No,No,Yes,No,No,Yes,Yes
P26600,Yes,No,No,Yes,Yes,No,No,Yes,Yes
P26601,No,No,No,No,No,No,No,Yes,No
P26602,No,No,Yes,No,Yes,Yes,Yes,No,No
P26603,No,No,Yes,No,Yes,Yes,No,Yes,No
P26604,No,No,Yes,Yes,No,Yes,Yes,Yes,No
P26605,No,No,No,No,Yes,No,No,Yes,No
P26606,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26607,No,No,Yes,Yes,No,Yes,No,No,Yes
P26608,No,No,No,No,Yes,Yes,Yes,Yes,No
P26609,No,No,No,No,Yes,No,No,Yes,Yes
P26610,Yes,Yes,No,No,No,Yes,No,Yes,No
P26611,No,No,No,Yes,Yes,No,No,Yes,No
P26612,No,No,No,No,Yes,No,No,Yes,No
P26613,No,Yes,No,Yes,No,Yes,No,No,Yes
P26614,No,No,No,Yes,No,Yes,No,Yes,No
P26615,No,Yes,No,No,No,No,Yes,Yes,No
P26616,No,No,No,Yes,Yes,Yes,No,Yes,No
P26617,Yes,No,No,No,Yes,No,No,Yes,No
P26618,No,No,No,Yes,Yes,Yes,No,Yes,No
P26619,No,Yes,No,Yes,No,Yes,No,No,No
P26620,Yes,Yes,No,No,Yes,No,No,Yes,Yes
P26621,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P26622,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P26623,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26624,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
P26625,Yes,Yes,No,No,Yes,Yes,Yes,No,No
P26626,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26627,No,Yes,Yes,No,Yes,Yes,No,No,No
P26628,No,Yes,No,No,No,No,No,Yes,No
P26629,Yes,No,No,Yes,No,No,No,Yes,No
P26630,No,Yes,Yes,No,Yes,No,No,Yes,No
P26631,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
P26632,No,No,No,No,Yes,No,No,Yes,No
P26633,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P26634,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26635,Yes,No,No,Yes,No,Yes,No,No,Yes
P26636,No,No,No,No,Yes,No,No,Yes,No
P26637,No,No,Yes,No,Yes,Yes,No,Yes,No
P26638,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P26639,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P26640,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P26641,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
P26642,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26643,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P26644,No,Yes,No,Yes,Yes,Yes,No,No,Yes
P26645,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P26646,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26647,No,No,No,Yes,Yes,No,No,Yes,No
P26648,No,No,No,No,Yes,No,No,No,No
P26649,Yes,Yes,Yes,No,No,Yes,No,Yes,No
P26650,No,No,Yes,Yes,No,No,Yes,Yes,No
P26651,No,No,Yes,No,No,No,No,No,No
P26652,Yes,No,Yes,No,Yes,No,No,Yes,No
P26653,No,No,No,Yes,Yes,No,Yes,Yes,No
P26654,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
P26655,No,No,No,No,Yes,No,No,Yes,No
P26656,No,No,No,No,No,Yes,No,Yes,Yes
P26657,No,No,No,No,Yes,Yes,Yes,Yes,No
P26658,No,No,Yes,No,Yes,Yes,No,No,Yes
P26659,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26660,No,No,No,No,Yes,Yes,Yes,Yes,No
P26661,No,No,Yes,No,Yes,No,No,Yes,No
P26662,No,No,No,Yes,Yes,Yes,No,Yes,No
P26663,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P26664,No,No,Yes,No,Yes,Yes,No,Yes,No
P26665,No,No,Yes,No,No,Yes,No,Yes,No
P26666,No,No,No,Yes,No,Yes,No,Yes,No
P26667,Yes,No,Yes,Yes,Yes,No,No,No,Yes
P26668,No,Yes,No,Yes,Yes,Yes,Yes,No,No
P26669,No,No,No,No,Yes,No,No,No,Yes
P26670,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26671,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
P26672,Yes,No,Yes,No,No,Yes,No,Yes,No
P26673,No,No,No,No,Yes,No,No,No,Yes
P26674,No,No,Yes,No,No,Yes,No,Yes,No
P26675,No,No,Yes,No,No,No,Yes,Yes,Yes
P26676,No,No,Yes,No,Yes,Yes,No,No,Yes
P26677,No,Yes,Yes,No,Yes,No,No,Yes,No
P26678,No,Yes,Yes,Yes,No,Yes,No,Yes,No
P26679,No,Yes,Yes,Yes,Yes,No,No,No,No
P26680,No,No,No,Yes,Yes,No,No,Yes,No
P26681,No,No,No,No,Yes,Yes,No,Yes,No
P26682,No,No,Yes,No,Yes,No,Yes,Yes,No
P26683,No,No,No,Yes,No,Yes,No,No,No
P26684,No,No,No,No,Yes,Yes,No,Yes,No
P26685,No,No,No,Yes,Yes,No,No,No,No
P26686,Yes,Yes,No,No,No,Yes,No,Yes,No
P26687,No,No,No,No,No,No,No,Yes,No
P26688,No,Yes,No,No,No,Yes,No,Yes,Yes
P26689,Yes,No,No,No,Yes,No,No,Yes,No
P26690,No,Yes,Yes,Yes,Yes,No,No,No,No
P26691,No,No,No,Yes,Yes,No,No,No,No
P26692,No,No,Yes,No,Yes,No,No,No,No
P26693,No,Yes,No,Yes,No,No,Yes,No,No
P26694,No,No,Yes,Yes,Yes,No,Yes,Yes,No
P26695,Yes,Yes,No,Yes,Yes,No,No,Yes,No
P26696,No,No,No,No,Yes,Yes,No,No,Yes
P26697,Yes,No,No,No,No,No,No,Yes,No
P26698,No,No,Yes,Yes,No,Yes,No,No,Yes
P26699,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P26700,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26701,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26702,No,No,No,Yes,Yes,No,No,Yes,No
P26703,No,No,Yes,No,Yes,No,No,Yes,No
P26704,No,No,Yes,No,Yes,No,No,Yes,No
P26705,Yes,No,No,Yes,Yes,Yes,No,No,Yes
P26706,No,No,No,Yes,Yes,Yes,No,Yes,No
P26707,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26708,No,No,No,No,Yes,No,Yes,Yes,No
P26709,Yes,Yes,No,No,No,No,No,Yes,Yes
P26710,No,Yes,No,No,Yes,Yes,No,Yes,No
P26711,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26712,No,No,Yes,Yes,No,Yes,No,Yes,No
P26713,No,Yes,No,Yes,Yes,No,Yes,Yes,No
P26714,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P26715,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26716,No,No,No,No,Yes,Yes,No,Yes,No
P26717,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P26718,No,Yes,No,Yes,Yes,Yes,No,No,No
P26719,No,Yes,No,No,No,Yes,No,Yes,Yes
P26720,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26721,No,No,No,Yes,Yes,No,Yes,Yes,Yes
P26722,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26723,No,Yes,No,No,Yes,No,No,No,Yes
P26724,No,Yes,No,No,Yes,Yes,No,Yes,Yes
P26725,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P26726,No,No,No,No,Yes,Yes,No,Yes,Yes
P26727,No,No,No,Yes,Yes,Yes,No,No,No
P26728,No,No,Yes,No,Yes,Yes,No,Yes,No
P26729,No,No,No,No,No,No,No,Yes,Yes
P26730,No,No,No,Yes,Yes,No,No,Yes,No
P26731,No,No,No,No,Yes,Yes,No,Yes,No
P26732,No,Yes,No,No,No,Yes,No,Yes,No
P26733,No,No,No,Yes,Yes,No,No,Yes,Yes
P26734,No,No,No,No,Yes,No,No,Yes,No
P26735,No,Yes,Yes,No,No,Yes,No,Yes,No
P26736,No,Yes,No,No,Yes,No,Yes,No,No
P26737,No,No,Yes,Yes,Yes,No,No,Yes,No
P26738,No,No,Yes,Yes,Yes,Yes,No,No,Yes
P26739,No,No,No,Yes,Yes,Yes,No,Yes,No
P26740,No,No,No,No,Yes,No,No,No,No
P26741,Yes,No,Yes,Yes,Yes,No,No,Yes,No
P26742,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26743,No,Yes,Yes,No,No,No,Yes,No,No
P26744,No,Yes,No,Yes,Yes,No,Yes,No,Yes
P26745,No,No,No,Yes,Yes,No,No,Yes,No
P26746,No,Yes,No,Yes,No,Yes,No,No,Yes
P26747,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26748,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P26749,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P26750,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P26751,No,No,No,Yes,No,Yes,No,Yes,No
P26752,Yes,No,No,Yes,Yes,Yes,No,No,No
P26753,No,No,Yes,No,Yes,Yes,Yes,Yes,No
P26754,Yes,No,No,No,Yes,Yes,No,No,No
P26755,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P26756,No,Yes,Yes,No,No,No,No,Yes,Yes
P26757,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
P26758,Yes,No,No,No,Yes,No,Yes,No,No
P26759,No,No,Yes,Yes,Yes,Yes,No,No,No
P26760,Yes,No,No,No,No,Yes,No,No,No
P26761,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P26762,No,No,No,Yes,Yes,No,No,No,Yes
P26763,No,No,Yes,Yes,No,Yes,No,Yes,No
P26764,No,No,No,No,Yes,No,No,Yes,No
P26765,No,No,No,Yes,Yes,Yes,No,Yes,No
P26766,Yes,Yes,No,No,Yes,Yes,No,Yes,No
P26767,No,No,No,No,No,Yes,Yes,Yes,No
P26768,No,No,No,Yes,No,Yes,No,Yes,No
P26769,No,Yes,No,No,No,No,No,Yes,No
P26770,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P26771,No,No,No,No,Yes,Yes,No,No,No
P26772,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P26773,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P26774,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26775,No,No,No,No,Yes,Yes,Yes,Yes,No
P26776,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
P26777,No,No,No,No,Yes,Yes,No,Yes,No
P26778,Yes,No,No,No,Yes,Yes,No,Yes,No
P26779,No,Yes,Yes,Yes,No,No,No,Yes,Yes
P26780,No,No,No,No,Yes,Yes,No,Yes,Yes
P26781,No,No,Yes,No,Yes,Yes,No,Yes,No
P26782,Yes,No,Yes,No,Yes,No,No,Yes,Yes
P26783,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26784,No,Yes,No,Yes,Yes,Yes,No,No,No
P26785,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26786,No,Yes,Yes,No,Yes,No,No,Yes,No
P26787,No,No,No,Yes,Yes,No,Yes,Yes,Yes
P26788,No,Yes,No,No,No,Yes,No,Yes,No
P26789,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P26790,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26791,No,No,No,No,No,No,No,Yes,No
P26792,Yes,No,Yes,Yes,No,No,No,Yes,No
P26793,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P26794,No,Yes,No,Yes,No,Yes,No,Yes,No
P26795,No,No,No,No,Yes,Yes,No,Yes,Yes
P26796,No,No,No,No,No,Yes,No,Yes,No
P26797,No,Yes,No,Yes,Yes,No,No,No,No
P26798,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P26799,No,Yes,No,No,Yes,No,No,No,No
P26800,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P26801,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26802,No,Yes,No,No,Yes,Yes,No,Yes,Yes
P26803,No,Yes,Yes,Yes,Yes,No,Yes,No,No
P26804,No,No,No,No,No,No,No,Yes,Yes
P26805,No,Yes,No,No,Yes,No,No,Yes,Yes
P26806,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P26807,No,No,Yes,No,Yes,No,Yes,Yes,No
P26808,No,No,Yes,No,No,Yes,No,Yes,Yes
P26809,Yes,Yes,No,No,No,No,No,No,No
P26810,No,Yes,No,No,No,No,Yes,Yes,Yes
P26811,No,No,No,Yes,Yes,Yes,No,Yes,No
P26812,Yes,No,Yes,Yes,No,Yes,No,Yes,No
P26813,No,No,Yes,Yes,No,Yes,No,Yes,Yes
P26814,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P26815,No,No,No,No,No,Yes,No,Yes,No
P26816,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P26817,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P26818,No,No,No,Yes,No,Yes,No,Yes,No
P26819,No,No,No,No,Yes,Yes,No,Yes,No
P26820,No,No,No,Yes,Yes,No,No,No,No
P26821,No,No,No,Yes,Yes,Yes,No,No,No
P26822,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
P26823,No,No,No,Yes,Yes,Yes,No,No,No
P26824,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P26825,No,No,No,Yes,No,Yes,Yes,Yes,Yes
P26826,Yes,No,No,No,Yes,Yes,No,No,No
P26827,No,No,No,No,Yes,Yes,No,Yes,No
P26828,No,No,No,No,No,Yes,No,Yes,No
P26829,No,No,Yes,No,No,Yes,Yes,Yes,Yes
P26830,No,No,No,Yes,Yes,No,No,Yes,No
P26831,No,No,No,Yes,Yes,Yes,No,No,Yes
P26832,No,No,No,Yes,Yes,No,No,Yes,Yes
P26833,No,No,No,No,Yes,No,No,No,No
P26834,Yes,No,No,No,Yes,No,No,No,Yes
P26835,No,No,Yes,Yes,Yes,No,Yes,No,Yes
P26836,No,No,No,Yes,Yes,Yes,Yes,Yes,No
P26837,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P26838,No,No,No,No,Yes,No,Yes,No,No
P26839,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P26840,No,No,Yes,Yes,No,No,Yes,No,No
P26841,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P26842,No,No,No,Yes,Yes,Yes,No,Yes,No
