Property_ID,City,State,Locality,Zip_Code,Latitude,Longitude
P25682,Ahmedabad,Gujarat,Satellite,765682,17.942552,72.174731
P25683,Kochi,Kerala,Marine Drive,207384,13.702578,79.451691
P25684,Vadodara,Gujarat,Central Area,492872,34.547179,76.662775
P25685,Bhopal,Madhya Pradesh,Central Area,685518,31.280623,96.53325
P25686,Kochi,Kerala,Edappally,330460,8.023721,95.451388
P25687,Delhi,Delhi,Saket,686177,16.092019,77.373937
P25688,Chandigarh,Chandigarh,Central Area,244204,29.557163,93.271146
P25689,Mumbai,Maharashtra,Andheri,906641,21.656613,85.876857
P25690,Ghaziabad,Uttar Pradesh,Central Area,109861,9.07148,89.283495
P25691,Bengaluru,Karnataka,Electronic City,151019,12.538947,68.788605
P25692,Kolkata,West Bengal,Salt Lake,460705,25.948555,87.709179
P25693,Bengaluru,Karnataka,Whitefield,767864,19.25183,77.815242
P25694,Ahmedabad,Gujarat,Satellite,302871,21.725205,77.678033
P25695,Thiruvananthapuram,Kerala,Central Area,982069,34.887306,81.395512
P25696,Howrah,West Bengal,Central Area,203594,19.435208,77.385657
P25697,Hyderabad,Telangana,Gachibowli,455048,10.769389,74.899701
P25698,Pune,Maharashtra,Hinjewadi,791783,17.822867,69.884793
P25699,Kochi,Kerala,Kakkanad,738499,33.368357,90.473251
P25700,Udaipur,Rajasthan,Central Area,994392,17.664631,81.149679
P25701,Indore,Madhya Pradesh,Central Area,533405,14.706256,91.926635
P25702,Surat,Gujarat,Central Area,596594,12.497521,71.101573
P25703,Mumbai,Maharashtra,Bandra,557814,33.860411,78.002054
P25704,Indore,Madhya Pradesh,Central Area,709616,14.513923,93.57476
P25705,Mysuru,Karnataka,Central Area,694608,8.961003,78.053891
P25706,Jaipur,Rajasthan,Mansarovar,983729,8.332756,92.620236
P25707,Hyderabad,Telangana,Madhapur,206048,33.733436,85.0848
P25708,Vadodara,Gujarat,Central Area,901544,18.814695,92.134408
P25709,Pune,Maharashtra,Wakad,346036,11.198978,74.334052
P25710,Thiruvananthapuram,Kerala,Central Area,366739,15.674324,91.622697
P25711,Delhi,Delhi,Dwarka,771212,19.204005,87.944149
P25712,Chandigarh,Chandigarh,Central Area,884645,13.197148,90.729638
P25713,Ranchi,Jharkhand,Morabadi,499367,25.680064,88.010351
P25714,Patna,Bihar,Bailey Road,904846,11.333377,93.682785
P25715,Delhi,Delhi,Karol Bagh,654435,32.863794,96.210378
P25716,Ranchi,Jharkhand,Morabadi,620135,30.1081,81.363314
P25717,Mysuru,Karnataka,Central Area,621940,8.880711,82.489063
P25718,Hyderabad,Telangana,Kukatpally,941339,31.049656,92.321036
P25719,Chandigarh,Chandigarh,Central Area,508111,33.830922,69.656169
P25720,Warangal,Telangana,Central Area,741984,11.642021,96.119721
P25721,Mysuru,Karnataka,Central Area,137967,30.372597,93.690464
P25722,Surat,Gujarat,Central Area,995162,23.773052,87.144288
P25723,Jaipur,Rajasthan,Mansarovar,134706,29.104434,83.962284
P25724,Jamshedpur,Jharkhand,Central Area,898376,32.403813,96.215382
P25725,Mumbai,Maharashtra,Borivali,587355,10.599443,68.309399
P25726,Vadodara,Gujarat,Central Area,420786,34.000653,83.552729
P25727,Udaipur,Rajasthan,Central Area,833878,11.000264,72.21229
P25728,Kolkata,West Bengal,New Town,702813,19.224018,74.025615
P25729,Bhubaneswar,Odisha,Saheed Nagar,940851,17.236333,70.670782
P25730,Ranchi,Jharkhand,Morabadi,785406,26.573717,92.695353
P25731,Mysuru,Karnataka,Central Area,310756,23.129132,93.29835
P25732,Chennai,Tamil Nadu,Anna Nagar,477562,17.2898,81.638695
P25733,Bengaluru,Karnataka,Electronic City,971181,18.282554,85.955881
P25734,Ranchi,Jharkhand,Morabadi,833713,8.464361,70.309514
P25735,Mysuru,Karnataka,Central Area,392059,11.241934,96.630469
P25736,Cuttack,Odisha,Central Area,281370,25.691906,72.075808
P25737,Lucknow,Uttar Pradesh,Aliganj,386687,33.57052,94.398557
P25738,Nagpur,Maharashtra,Central Area,451698,18.472773,95.672699
P25739,Chennai,Tamil Nadu,Velachery,318677,25.76108,74.544099
P25740,Nagpur,Maharashtra,Central Area,358062,18.253799,83.275084
P25741,Mumbai,Maharashtra,Borivali,857129,23.967395,71.594164
P25742,Howrah,West Bengal,Central Area,288724,21.678335,76.799
P25743,Vadodara,Gujarat,Central Area,451429,19.395121,80.536908
P25744,Vadodara,Gujarat,Central Area,243908,32.887139,93.976857
P25745,Pune,Maharashtra,Wakad,926584,28.316502,81.007555
P25746,Ranchi,Jharkhand,Lalpur,426524,9.923465,83.132192
P25747,Mumbai,Maharashtra,Andheri,270926,9.705712,82.120049
P25748,Mumbai,Maharashtra,Borivali,660065,21.456659,79.717581
P25749,Ahmedabad,Gujarat,SG Highway,361690,24.737521,89.66609
P25750,Patna,Bihar,Kankarbagh,186578,11.423794,69.977417
P25751,Coimbatore,Tamil Nadu,Central Area,689299,27.432792,78.461286
P25752,Kolkata,West Bengal,Park Street,844904,12.205582,85.695813
P25753,Howrah,West Bengal,Central Area,332544,24.712384,93.539507
P25754,Surat,Gujarat,Central Area,389834,18.7592,79.29017
P25755,Kochi,Kerala,Edappally,367242,9.802828,80.178189
P25756,Ahmedabad,Gujarat,SG Highway,890525,30.553554,85.454479
P25757,Ranchi,Jharkhand,Morabadi,216456,21.937409,91.159772
P25758,Thiruvananthapuram,Kerala,Central Area,798639,33.885339,87.789062
P25759,Howrah,West Bengal,Central Area,978479,28.680591,70.199075
P25760,Chennai,Tamil Nadu,Velachery,397498,13.073513,73.434245
P25761,Cuttack,Odisha,Central Area,645033,13.964105,78.728148
P25762,Patna,Bihar,Kankarbagh,914460,26.756268,91.25313
P25763,Hyderabad,Telangana,Madhapur,539967,19.264331,70.813628
P25764,Jaipur,Rajasthan,Malviya Nagar,413328,25.817113,85.120149
P25765,Ahmedabad,Gujarat,Navrangpura,379099,16.13687,72.961895
P25766,Chennai,Tamil Nadu,OMR,610165,17.578368,89.541543
P25767,Pune,Maharashtra,Kothrud,797222,9.536207,91.376458
P25768,Mumbai,Maharashtra,Andheri,446546,32.844843,72.108162
P25769,Mysuru,Karnataka,Central Area,937517,18.823397,88.629826
P25770,Bengaluru,Karnataka,Indiranagar,902486,8.971187,84.009321
P25771,Nagpur,Maharashtra,Central Area,255589,25.4264,76.079961
P25772,Warangal,Telangana,Central Area,541265,17.416598,69.979825
P25773,Chandigarh,Chandigarh,Central Area,490926,34.999331,71.167328
P25774,Bengaluru,Karnataka,HSR Layout,254464,21.396057,68.256458
P25775,Howrah,West Bengal,Central Area,955137,10.685991,87.31735
P25776,Bhubaneswar,Odisha,Khandagiri,103481,32.106793,78.81026
P25777,Hyderabad,Telangana,Gachibowli,172434,26.284352,74.681703
P25778,Ghaziabad,Uttar Pradesh,Central Area,848764,24.911349,70.711937
P25779,Jaipur,Rajasthan,Vaishali Nagar,858689,15.916469,68.12084
P25780,Bengaluru,Karnataka,Indiranagar,200621,16.61314,90.597954
P25781,Coimbatore,Tamil Nadu,Central Area,895211,8.475002,93.82053
P25782,Surat,Gujarat,Central Area,807636,29.869577,76.012472
P25783,Ahmedabad,Gujarat,SG Highway,787096,16.161715,81.234915
P25784,Ahmedabad,Gujarat,Navrangpura,679132,25.005266,75.989931
P25785,Surat,Gujarat,Central Area,641213,29.688693,78.14774
P25786,Coimbatore,Tamil Nadu,Central Area,408111,29.88568,95.237331
P25787,Ahmedabad,Gujarat,SG Highway,439331,24.768969,87.895246
P25788,Cuttack,Odisha,Central Area,833263,23.702531,88.366332
P25789,Mumbai,Maharashtra,Andheri,171824,19.561512,74.48744
P25790,Surat,Gujarat,Central Area,887030,20.512908,72.07339
P25791,Lucknow,Uttar Pradesh,Aliganj,681490,28.191044,88.520909
P25792,Cuttack,Odisha,Central Area,181130,32.715491,78.184612
P25793,Howrah,West Bengal,Central Area,646218,14.219687,71.016871
P25794,Lucknow,Uttar Pradesh,Hazratganj,343284,33.427554,69.888329
P25795,Noida,Uttar Pradesh,Sector 18,925375,34.319156,88.059783
P25796,Hyderabad,Telangana,Kukatpally,436415,31.30136,74.503364
P25797,Thiruvananthapuram,Kerala,Central Area,909733,21.868233,79.727081
P25798,Thiruvananthapuram,Kerala,Central Area,758790,30.010526,96.10185
P25799,Pune,Maharashtra,Hinjewadi,475137,12.616814,79.779813
P25800,Ranchi,Jharkhand,Lalpur,384029,24.459467,80.156524
P25801,Kochi,Kerala,Marine Drive,692437,10.39112,71.099172
P25802,Chandigarh,Chandigarh,Central Area,622543,8.137877,76.057738
P25803,Bhopal,Madhya Pradesh,Central Area,270010,34.605662,69.393409
P25804,Indore,Madhya Pradesh,Central Area,754212,29.58707,82.686334
P25805,Ahmedabad,Gujarat,Satellite,306547,28.153274,96.571814
P25806,Hyderabad,Telangana,Madhapur,150019,14.669871,69.242495
P25807,Howrah,West Bengal,Central Area,814107,20.888116,96.671013
P25808,Nagpur,Maharashtra,Central Area,361112,22.284576,77.714366
P25809,Chandigarh,Chandigarh,Central Area,289686,9.595736,91.91715
P25810,Mysuru,Karnataka,Central Area,980880,13.109662,94.520139
P25811,Ahmedabad,Gujarat,SG Highway,215192,15.366716,87.752048
P25812,Kolkata,West Bengal,Salt Lake,211082,22.312985,81.239844
P25813,Mumbai,Maharashtra,Bandra,346855,26.618036,79.28769
P25814,Surat,Gujarat,Central Area,475578,10.210981,90.084169
P25815,Vadodara,Gujarat,Central Area,821983,32.542568,89.351716
P25816,Vadodara,Gujarat,Central Area,415188,22.539551,76.713297
P25817,Patna,Bihar,Boring Road,822870,23.968656,85.688952
P25818,Nagpur,Maharashtra,Central Area,825755,26.793857,83.933453
P25819,Bhubaneswar,Odisha,Khandagiri,288140,18.70936,75.808297
P25820,Kolkata,West Bengal,Park Street,439892,9.897323,90.087466
P25821,Kochi,Kerala,Kakkanad,223236,11.634978,79.658974
P25822,Ahmedabad,Gujarat,Navrangpura,313705,34.418446,83.692719
P25823,Pune,Maharashtra,Kothrud,848793,22.929224,84.001048
P25824,Bengaluru,Karnataka,Indiranagar,274262,17.664118,69.827943
P25825,Bhopal,Madhya Pradesh,Central Area,112302,33.115478,70.378362
P25826,Patna,Bihar,Kankarbagh,136170,27.499591,79.581639
P25827,Udaipur,Rajasthan,Central Area,368903,18.231423,75.267617
P25828,Bhubaneswar,Odisha,Saheed Nagar,736016,29.308641,77.650891
P25829,Bhubaneswar,Odisha,Khandagiri,705777,8.826208,76.792695
P25830,Bhopal,Madhya Pradesh,Central Area,492771,23.073716,88.754431
P25831,Patna,Bihar,Bailey Road,600630,28.696783,70.626235
P25832,Bhubaneswar,Odisha,Saheed Nagar,846793,11.249476,86.499897
P25833,Ghaziabad,Uttar Pradesh,Central Area,138833,28.487293,73.077151
P25834,Hyderabad,Telangana,Madhapur,850055,17.4761,92.470311
P25835,Howrah,West Bengal,Central Area,184827,8.056937,92.33977
P25836,Chandigarh,Chandigarh,Central Area,704321,9.790759,74.658443
P25837,Indore,Madhya Pradesh,Central Area,687495,16.597238,83.312635
P25838,Bengaluru,Karnataka,HSR Layout,680706,12.35884,80.389865
P25839,Chennai,Tamil Nadu,Velachery,889823,13.891252,88.557294
P25840,Patna,Bihar,Kankarbagh,766914,24.312253,94.331977
P25841,Warangal,Telangana,Central Area,845426,27.193297,85.050174
P25842,Kochi,Kerala,Edappally,356538,12.157172,93.664348
P25843,Kochi,Kerala,Edappally,908885,11.083941,75.93755
P25844,Nagpur,Maharashtra,Central Area,107584,16.799322,95.79633
P25845,Vadodara,Gujarat,Central Area,892930,18.482705,79.290117
P25846,Ghaziabad,Uttar Pradesh,Central Area,888398,19.937501,91.596105
P25847,Vadodara,Gujarat,Central Area,499155,10.85904,80.950594
P25848,Indore,Madhya Pradesh,Central Area,154722,28.307063,73.691749
P25849,Patna,Bihar,Kankarbagh,804808,20.030387,91.473349
P25850,Delhi,Delhi,Dwarka,912064,10.693841,94.941427
P25851,Lucknow,Uttar Pradesh,Aliganj,949478,27.712642,81.558273
P25852,Kochi,Kerala,Kakkanad,887280,20.611305,89.505451
P25853,Bengaluru,Karnataka,HSR Layout,563025,17.016142,93.532496
P25854,Bhopal,Madhya Pradesh,Central Area,878644,14.528714,94.692406
P25855,Bhubaneswar,Odisha,Patia,392117,14.996532,88.698035
P25856,Mumbai,Maharashtra,Bandra,960993,15.807445,92.961451
P25857,Warangal,Telangana,Central Area,765788,32.191611,72.461681
P25858,Delhi,Delhi,Dwarka,968656,10.144956,74.70115
P25859,Lucknow,Uttar Pradesh,Hazratganj,876076,8.743824,90.513947
P25860,Jamshedpur,Jharkhand,Central Area,686148,25.964027,86.099085
P25861,Delhi,Delhi,Dwarka,489021,15.522718,75.582029
P25862,Bhopal,Madhya Pradesh,Central Area,500885,14.363892,82.421311
P25863,Kochi,Kerala,Edappally,408912,25.9205,68.391261
P25864,Kochi,Kerala,Kakkanad,395633,22.642938,77.657596
P25865,Vadodara,Gujarat,Central Area,824972,26.913288,91.214592
P25866,Kochi,Kerala,Kakkanad,202222,10.620819,86.532166
P25867,Chandigarh,Chandigarh,Central Area,481656,19.502478,78.258061
P25868,Coimbatore,Tamil Nadu,Central Area,442476,32.988018,70.841352
P25869,Noida,Uttar Pradesh,Sector 18,313507,29.865971,93.276382
P25870,Mysuru,Karnataka,Central Area,183687,13.690006,94.507636
P25871,Cuttack,Odisha,Central Area,308386,11.059937,75.29518
P25872,Vadodara,Gujarat,Central Area,430640,21.930206,87.737407
P25873,Udaipur,Rajasthan,Central Area,598770,12.894563,89.778451
P25874,Ghaziabad,Uttar Pradesh,Central Area,929439,21.298789,87.175608
P25875,Delhi,Delhi,Rohini,890105,12.762349,91.819762
P25876,Indore,Madhya Pradesh,Central Area,488988,33.221153,69.887944
P25877,Mumbai,Maharashtra,Powai,281870,21.77462,93.996045
P25878,Cuttack,Odisha,Central Area,722976,15.822667,75.838924
P25879,Bhopal,Madhya Pradesh,Central Area,746442,10.402957,72.561892
P25880,Bhopal,Madhya Pradesh,Central Area,171661,8.846924,77.975966
P25881,Chennai,Tamil Nadu,OMR,807444,26.990819,68.391794
P25882,Hyderabad,Telangana,Madhapur,451221,15.186536,78.519589
P25883,Noida,Uttar Pradesh,Sector 137,597257,10.844522,69.588779
P25884,Kochi,Kerala,Marine Drive,627479,15.081017,94.476192
P25885,Ghaziabad,Uttar Pradesh,Central Area,540407,20.98421,74.779156
P25886,Jaipur,Rajasthan,Malviya Nagar,559979,34.54892,79.847756
P25887,Ahmedabad,Gujarat,SG Highway,692319,15.719659,93.153276
P25888,Nagpur,Maharashtra,Central Area,666152,25.709143,71.372019
P25889,Thiruvananthapuram,Kerala,Central Area,484304,32.262054,91.843129
P25890,Noida,Uttar Pradesh,Sector 62,422972,11.842322,86.192958
P25891,Delhi,Delhi,Rohini,991329,20.556002,87.122327
P25892,Patna,Bihar,Boring Road,288190,19.509625,77.034227
P25893,Ghaziabad,Uttar Pradesh,Central Area,979303,30.567522,82.964719
P25894,Kolkata,West Bengal,Park Street,558974,25.489907,81.725439
P25895,Nagpur,Maharashtra,Central Area,785999,28.32472,96.349159
P25896,Bhopal,Madhya Pradesh,Central Area,988947,25.145008,68.320732
P25897,Delhi,Delhi,Saket,500541,27.872897,83.656341
P25898,Mysuru,Karnataka,Central Area,207654,31.509167,88.994657
P25899,Warangal,Telangana,Central Area,593504,11.247396,84.904706
P25900,Surat,Gujarat,Central Area,866287,19.68671,69.507652
P25901,Kochi,Kerala,Marine Drive,797910,28.469491,89.585606
P25902,Vadodara,Gujarat,Central Area,393544,27.731865,92.646021
P25903,Patna,Bihar,Bailey Road,437451,10.622916,75.648605
P25904,Vadodara,Gujarat,Central Area,385724,8.490622,75.907265
P25905,Ranchi,Jharkhand,Lalpur,828144,34.093443,84.068077
P25906,Howrah,West Bengal,Central Area,508968,18.540103,74.48324
P25907,Mysuru,Karnataka,Central Area,176134,18.812536,83.477076
P25908,Bhubaneswar,Odisha,Khandagiri,780563,16.872268,77.270032
P25909,Delhi,Delhi,Karol Bagh,553705,33.032153,79.833383
P25910,Lucknow,Uttar Pradesh,Gomti Nagar,374113,25.528731,81.680149
P25911,Noida,Uttar Pradesh,Sector 137,757134,14.930241,80.488358
P25912,Bengaluru,Karnataka,Electronic City,344915,13.719777,85.614714
P25913,Nagpur,Maharashtra,Central Area,842716,8.356967,88.151828
P25914,Kochi,Kerala,Kakkanad,961547,11.805191,91.538718
P25915,Pune,Maharashtra,Baner,584277,21.078845,73.810444
P25916,Kolkata,West Bengal,New Town,499218,28.418374,68.764182
P25917,Pune,Maharashtra,Hinjewadi,784693,34.034282,88.701397
P25918,Pune,Maharashtra,Wakad,940756,17.525395,74.249229
P25919,Pune,Maharashtra,Wakad,590661,12.026749,84.379927
P25920,Bhopal,Madhya Pradesh,Central Area,500382,32.586225,86.948729
P25921,Mumbai,Maharashtra,Bandra,363720,26.909612,74.583843
P25922,Mysuru,Karnataka,Central Area,834123,24.056472,81.423315
P25923,Ranchi,Jharkhand,Harmu,933002,28.864544,77.78943
P25924,Delhi,Delhi,Saket,859473,24.987744,83.426556
P25925,Coimbatore,Tamil Nadu,Central Area,623313,29.866585,75.335647
P25926,Ranchi,Jharkhand,Morabadi,683177,34.282117,94.865367
P25927,Thiruvananthapuram,Kerala,Central Area,865981,23.494298,71.656246
P25928,Cuttack,Odisha,Central Area,117611,32.546671,95.860582
P25929,Surat,Gujarat,Central Area,483697,26.832831,82.686423
P25930,Surat,Gujarat,Central Area,135579,22.99636,77.755642
P25931,Bhopal,Madhya Pradesh,Central Area,616786,32.301838,89.002319
P25932,Kochi,Kerala,Kakkanad,925075,27.245094,82.148036
P25933,Thiruvananthapuram,Kerala,Central Area,853597,27.466236,85.770868
P25934,Hyderabad,Telangana,Kukatpally,790714,9.005714,82.368512
P25935,Chandigarh,Chandigarh,Central Area,671117,8.095956,77.5328
P25936,Mysuru,Karnataka,Central Area,583013,34.336037,95.751425
P25937,Udaipur,Rajasthan,Central Area,310600,8.165031,79.519006
P25938,Cuttack,Odisha,Central Area,188110,16.856632,95.14286
P25939,Kochi,Kerala,Edappally,429547,28.368348,94.017389
P25940,Kolkata,West Bengal,New Town,195725,27.455675,90.086296
P25941,Howrah,West Bengal,Central Area,440172,33.683736,70.675723
P25942,Howrah,West Bengal,Central Area,245604,18.003251,93.324711
P25943,Jaipur,Rajasthan,Vaishali Nagar,929406,26.091262,84.766222
P25944,Mumbai,Maharashtra,Powai,372826,26.555923,96.044348
P25945,Ghaziabad,Uttar Pradesh,Central Area,816793,28.009684,92.954308
P25946,Howrah,West Bengal,Central Area,365789,11.189329,68.124143
P25947,Vadodara,Gujarat,Central Area,635761,30.054015,92.009219
P25948,Bengaluru,Karnataka,Indiranagar,780604,18.788579,79.425493
P25949,Bengaluru,Karnataka,Indiranagar,854973,22.483372,78.954039
P25950,Bengaluru,Karnataka,Electronic City,587204,15.586527,74.824061
P25951,Vadodara,Gujarat,Central Area,372895,33.265977,82.493156
P25952,Bengaluru,Karnataka,Indiranagar,665191,32.378444,78.076208
P25953,Bhubaneswar,Odisha,Saheed Nagar,861540,21.840617,92.908467
P25954,Thiruvananthapuram,Kerala,Central Area,299442,30.284193,83.955175
P25955,Chandigarh,Chandigarh,Central Area,666970,9.322297,78.471557
P25956,Ghaziabad,Uttar Pradesh,Central Area,388462,17.577591,82.999634
P25957,Howrah,West Bengal,Central Area,301271,21.264521,83.548613
P25958,Chennai,Tamil Nadu,Velachery,219302,17.667751,87.605646
P25959,Kochi,Kerala,Edappally,620153,15.138781,86.548545
P25960,Warangal,Telangana,Central Area,750179,24.717188,73.431713
P25961,Chandigarh,Chandigarh,Central Area,666020,16.469341,70.044833
P25962,Udaipur,Rajasthan,Central Area,667121,11.043316,92.234243
P25963,Coimbatore,Tamil Nadu,Central Area,657236,25.093479,95.726259
P25964,Jamshedpur,Jharkhand,Central Area,364795,25.322398,81.661544
P25965,Kolkata,West Bengal,New Town,269331,23.955201,75.843246
P25966,Warangal,Telangana,Central Area,399723,16.257322,86.594971
P25967,Mumbai,Maharashtra,Borivali,407305,15.00504,76.247945
P25968,Thiruvananthapuram,Kerala,Central Area,457240,12.646802,81.948544
P25969,Kolkata,West Bengal,Salt Lake,352203,28.331834,86.293444
P25970,Hyderabad,Telangana,Gachibowli,125092,28.451869,91.756254
P25971,Delhi,Delhi,Saket,600366,16.201587,76.275548
P25972,Ahmedabad,Gujarat,Satellite,318038,11.511686,84.901976
P25973,Ahmedabad,Gujarat,Satellite,648909,12.028922,83.390212
P25974,Delhi,Delhi,Rohini,607979,21.422627,85.089703
P25975,Bhubaneswar,Odisha,Patia,355644,10.278209,87.122847
P25976,Chennai,Tamil Nadu,OMR,729688,15.423099,72.525276
P25977,Mumbai,Maharashtra,Powai,323997,15.484616,77.981234
P25978,Bengaluru,Karnataka,Electronic City,895573,19.601157,72.541275
P25979,Kolkata,West Bengal,New Town,923894,34.929992,74.577497
P25980,Indore,Madhya Pradesh,Central Area,449952,8.877402,72.979879
P25981,Surat,Gujarat,Central Area,345610,27.931704,71.345929
P25982,Ghaziabad,Uttar Pradesh,Central Area,348117,22.094567,87.361091
P25983,Mysuru,Karnataka,Central Area,721661,28.56939,93.771418
P25984,Thiruvananthapuram,Kerala,Central Area,424148,26.123612,74.676124
P25985,Jaipur,Rajasthan,Mansarovar,557374,22.650328,83.954365
P25986,Kochi,Kerala,Marine Drive,509510,32.417727,77.826486
P25987,Delhi,Delhi,Saket,941892,13.351653,92.405184
P25988,Cuttack,Odisha,Central Area,245741,28.313135,79.854574
P25989,Warangal,Telangana,Central Area,328773,19.665724,89.150917
P25990,Kolkata,West Bengal,Salt Lake,720889,9.049412,87.724885
P25991,Indore,Madhya Pradesh,Central Area,681564,26.867189,71.122423
P25992,Noida,Uttar Pradesh,Sector 62,655114,34.059646,73.937408
P25993,Coimbatore,Tamil Nadu,Central Area,101920,8.265178,73.540434
P25994,Bhopal,Madhya Pradesh,Central Area,241014,21.84673,81.511884
P25995,Lucknow,Uttar Pradesh,Hazratganj,168041,26.215324,93.705371
P25996,Delhi,Delhi,Dwarka,499934,31.47277,88.472458
P25997,Lucknow,Uttar Pradesh,Aliganj,328760,18.269135,74.947908
P25998,Mysuru,Karnataka,Central Area,666730,26.912648,75.5651
P25999,Mumbai,Maharashtra,Bandra,256210,8.040056,79.74242
P26000,Ranchi,Jharkhand,Lalpur,978012,11.110486,74.740308
P26001,Thiruvananthapuram,Kerala,Central Area,955627,22.129588,74.306761
P26002,Chennai,Tamil Nadu,Anna Nagar,366058,30.726599,92.038249
P26003,Chennai,Tamil Nadu,OMR,940940,11.374626,68.690391
P26004,Noida,Uttar Pradesh,Sector 137,755326,28.813887,87.297086
P26005,Delhi,Delhi,Dwarka,995204,22.937197,82.778225
P26006,Bhubaneswar,Odisha,Saheed Nagar,485490,30.487483,87.037604
P26007,Howrah,West Bengal,Central Area,817702,9.166183,71.715269
P26008,Vadodara,Gujarat,Central Area,502560,33.893455,70.074567
P26009,Chennai,Tamil Nadu,OMR,414329,20.346807,86.437995
P26010,Surat,Gujarat,Central Area,786192,14.034329,91.806212
P26011,Lucknow,Uttar Pradesh,Hazratganj,704703,14.212548,78.344333
P26012,Kolkata,West Bengal,New Town,321269,20.471319,93.249631
P26013,Howrah,West Bengal,Central Area,761549,13.819915,79.258352
P26014,Coimbatore,Tamil Nadu,Central Area,167220,10.649036,75.408352
P26015,Patna,Bihar,Bailey Road,404379,16.640471,75.045733
P26016,Surat,Gujarat,Central Area,199217,19.488045,76.000053
P26017,Patna,Bihar,Boring Road,373416,15.17174,90.820049
P26018,Lucknow,Uttar Pradesh,Gomti Nagar,977467,26.580853,88.198825
P26019,Delhi,Delhi,Dwarka,212930,14.875675,77.828887
P26020,Coimbatore,Tamil Nadu,Central Area,867677,28.553576,86.226017
P26021,Chennai,Tamil Nadu,Velachery,922302,21.196511,93.896825
P26022,Warangal,Telangana,Central Area,206969,9.334408,96.587021
P26023,Thiruvananthapuram,Kerala,Central Area,691853,9.064213,68.337011
P26024,Mumbai,Maharashtra,Bandra,183170,21.280569,88.891024
P26025,Hyderabad,Telangana,Kukatpally,867050,12.252783,68.547522
P26026,Noida,Uttar Pradesh,Sector 18,508508,24.610744,75.817679
P26027,Howrah,West Bengal,Central Area,298108,12.02149,94.951687
P26028,Ghaziabad,Uttar Pradesh,Central Area,646398,25.809635,89.037246
P26029,Chandigarh,Chandigarh,Central Area,735130,8.563377,70.730784
P26030,Howrah,West Bengal,Central Area,606443,8.536498,85.043055
P26031,Bhubaneswar,Odisha,Patia,291154,26.734415,91.869822
P26032,Ahmedabad,Gujarat,Navrangpura,325765,26.23724,76.165555
P26033,Thiruvananthapuram,Kerala,Central Area,202311,23.523169,74.899612
P26034,Jamshedpur,Jharkhand,Central Area,151433,34.483505,78.474458
P26035,Ghaziabad,Uttar Pradesh,Central Area,234314,20.849956,79.986396
P26036,Thiruvananthapuram,Kerala,Central Area,977218,27.55758,95.506894
P26037,Thiruvananthapuram,Kerala,Central Area,257950,32.456345,90.647768
P26038,Udaipur,Rajasthan,Central Area,858848,30.850236,96.79257
P26039,Mysuru,Karnataka,Central Area,440701,28.112391,91.868562
P26040,Ghaziabad,Uttar Pradesh,Central Area,279500,18.247065,75.158064
P26041,Mumbai,Maharashtra,Borivali,688195,15.849444,81.398697
P26042,Bhubaneswar,Odisha,Saheed Nagar,625828,29.336536,90.836928
P26043,Kochi,Kerala,Kakkanad,598136,22.882832,87.55118
P26044,Ahmedabad,Gujarat,Satellite,980040,17.490651,68.859202
P26045,Kolkata,West Bengal,Park Street,636124,24.427399,78.711912
P26046,Pune,Maharashtra,Kothrud,898912,24.62236,74.858577
P26047,Ghaziabad,Uttar Pradesh,Central Area,925264,33.871371,73.119698
P26048,Kolkata,West Bengal,Park Street,998133,18.817528,88.790765
P26049,Indore,Madhya Pradesh,Central Area,916841,25.315516,86.458832
P26050,Patna,Bihar,Bailey Road,656383,11.113185,74.677667
P26051,Howrah,West Bengal,Central Area,232798,33.006302,92.796552
P26052,Ghaziabad,Uttar Pradesh,Central Area,770379,32.87673,85.041744
P26053,Cuttack,Odisha,Central Area,359617,22.729145,96.054737
P26054,Ranchi,Jharkhand,Harmu,432807,18.345722,96.903318
P26055,Pune,Maharashtra,Hinjewadi,317988,8.038477,85.666403
P26056,Surat,Gujarat,Central Area,358925,17.167805,93.739809
P26057,Chennai,Tamil Nadu,Anna Nagar,912386,23.946654,93.3973
P26058,Jaipur,Rajasthan,Malviya Nagar,261926,17.396246,72.343823
P26059,Ghaziabad,Uttar Pradesh,Central Area,248602,30.300976,80.024035
P26060,Warangal,Telangana,Central Area,378913,17.247338,69.170703
P26061,Ranchi,Jharkhand,Morabadi,880641,29.2501,93.080107
P26062,Bengaluru,Karnataka,HSR Layout,341684,8.980905,91.220581
P26063,Chandigarh,Chandigarh,Central Area,863425,12.092058,76.603968
P26064,Lucknow,Uttar Pradesh,Aliganj,475968,25.184368,72.145863
P26065,Bhubaneswar,Odisha,Khandagiri,737481,8.77706,71.696835
P26066,Cuttack,Odisha,Central Area,226286,29.996375,84.451253
P26067,Jaipur,Rajasthan,Mansarovar,271324,8.638801,72.561807
P26068,Ahmedabad,Gujarat,SG Highway,224915,21.860327,84.933456
P26069,Bhubaneswar,Odisha,Khandagiri,215369,20.179923,92.56884
P26070,Udaipur,Rajasthan,Central Area,175653,19.446938,94.946694
P26071,Ghaziabad,Uttar Pradesh,Central Area,514052,24.869895,84.419295
P26072,Pune,Maharashtra,Hinjewadi,142463,12.559191,73.493347
P26073,Kolkata,West Bengal,New Town,793802,33.493454,78.908797
P26074,Coimbatore,Tamil Nadu,Central Area,648926,14.439547,80.641188
P26075,Vadodara,Gujarat,Central Area,838147,29.041962,87.179928
