Sale_ID,Property_ID,Customer_ID,Agent_ID,Listing_Date,Sale_Date,Days_On_Market,Payment_Method,Loan_Approved,Sale_Status
S19130,P18150,C01800,A0046,2021-08-03,2024-03-06,946,NEFT,Yes,Completed
S19131,P00450,C16903,A0406,2024-11-21,2025-04-06,136,RTGS,Yes,Completed
S19132,P16904,C09808,A0211,2025-03-10,2026-06-28,475,NEFT,No,Completed
S19133,P04097,C10366,A0481,2023-09-19,2024-02-21,155,Cash,Yes,Completed
S19134,P02824,C16583,A0420,2024-12-26,2025-02-26,62,NEFT,No,Pending
S19135,P21108,C15697,A0149,2022-05-21,2023-10-14,511,UPI,No,Completed
S19136,P14876,C16275,A0471,2022-01-15,2026-01-08,1454,UPI,No,Completed
S19137,P13574,C15483,A0333,2024-10-22,2026-06-08,594,Cash,No,Completed
S19138,P16915,C13645,A0317,2023-10-09,2025-04-30,569,Cash,Yes,Completed
S19139,P08736,C15561,A0436,2022-06-30,2024-03-03,612,RTGS,No,Completed
S19140,P27227,C14987,A0374,2024-02-09,2025-01-10,336,Cash,No,Completed
S19141,P16497,C02025,A0099,2022-11-13,2025-08-21,1012,NEFT,Yes,Completed
S19142,P22301,C17394,A0377,2024-11-05,2025-12-23,413,Home Loan,No,Completed
S19143,P25843,C11069,A0200,2023-04-14,2023-09-20,159,RTGS,Yes,Completed
S19144,P02850,C03896,A0101,2021-12-30,2025-08-27,1336,UPI,No,Completed
S19145,P12377,C06508,A0190,2025-02-26,2025-07-12,136,NEFT,Yes,Completed
S19146,P13791,C12933,A0480,2023-05-20,2024-01-21,246,Home Loan,No,Completed
S19147,P14219,C05450,A0290,2025-10-10,2026-06-29,262,UPI,Yes,Completed
S19148,P19896,C10385,A0142,2023-08-05,2024-07-13,343,Cash,No,Completed
S19149,P11422,C17816,A0205,2022-05-20,2024-07-08,780,Bank Loan,Yes,Pending
S19150,P09445,C18705,A0140,2025-03-12,2026-04-08,392,NEFT,No,Completed
S19151,P01862,C05078,A0258,2023-07-30,2023-08-24,25,Home Loan,Yes,Completed
S19152,P18275,C19524,A0438,2025-07-01,2025-12-10,162,Bank Loan,No,Pending
S19153,P26473,C12226,A0309,2025-11-28,2026-05-11,164,Cash,No,Cancelled
S19154,P11222,C10768,A0018,2023-02-14,2024-02-19,370,Cash,No,Completed
S19155,P15503,C07284,A0405,2025-04-16,2025-11-02,200,RTGS,No,Cancelled
S19156,P03224,C19819,A0314,2023-03-22,2026-03-29,1103,NEFT,No,Completed
S19157,P05653,C19488,A0490,2021-08-08,2022-09-13,401,NEFT,No,Completed
S19158,P11734,C11382,A0244,2025-08-25,2025-12-28,125,NEFT,Yes,Completed
S19159,P06558,C13503,A0066,2024-11-06,2025-04-01,146,Cash,Yes,Completed
S19160,P26011,C06386,A0253,2022-12-30,2024-10-19,659,Cash,No,Completed
S19161,P24998,C06802,A0403,2021-12-09,2025-02-25,1174,Home Loan,Yes,Completed
S19162,P02818,C11678,A0228,2023-10-06,2025-11-04,760,NEFT,Yes,Completed
S19163,P23152,C08235,A0059,2024-06-21,2025-11-14,511,NEFT,No,Completed
S19164,P12967,C05511,A0050,2023-02-24,2023-12-10,289,Cash,Yes,Pending
S19165,P02993,C18631,A0060,2024-03-18,2026-01-15,668,RTGS,Yes,Completed
S19166,P02066,C02760,A0296,2021-12-02,2025-05-25,1270,Bank Loan,No,Completed
S19167,P08200,C01481,A0307,2022-10-28,2023-06-04,219,Cash,Yes,Completed
S19168,P21088,C19469,A0458,2025-02-21,2025-11-24,276,Home Loan,Yes,Completed
S19169,P15057,C01609,A0158,2024-03-24,2025-06-27,460,RTGS,No,Completed
S19170,P00490,C10744,A0467,2022-09-15,2023-04-18,215,Cash,No,Completed
S19171,P26910,C10391,A0361,2021-11-10,2026-02-16,1559,Home Loan,No,Completed
S19172,P11651,C17053,A0156,2024-04-07,2025-02-19,318,Bank Loan,Yes,Completed
S19173,P29076,C13267,A0083,2025-01-27,2025-07-26,180,NEFT,No,Completed
S19174,P29061,C12157,A0101,2022-04-25,2026-04-20,1456,NEFT,Yes,Completed
S19175,P27211,C00048,A0102,2021-09-18,2026-06-23,1739,Cash,Yes,Completed
S19176,P01992,C12944,A0492,2026-02-10,2026-02-14,4,Bank Loan,Yes,Completed
S19177,P22253,C18945,A0056,2022-01-19,2024-04-09,811,Cash,No,Pending
S19178,P07170,C19289,A0330,2025-12-22,2026-06-05,165,NEFT,No,Completed
S19179,P23506,C10926,A0399,2025-07-26,2026-03-15,232,UPI,Yes,Pending
S19180,P04330,C11760,A0202,2023-07-06,2026-03-02,970,Cash,No,Completed
S19181,P00969,C02781,A0088,2023-11-22,2025-06-01,557,RTGS,Yes,Completed
S19182,P25360,C07986,A0009,2023-02-14,2024-09-19,583,NEFT,No,Completed
S19183,P11595,C10092,A0256,2026-01-05,2026-01-09,4,RTGS,No,Completed
S19184,P27052,C02634,A0005,2023-12-18,2024-09-27,284,Bank Loan,No,Completed
S19185,P26318,C04293,A0226,2022-03-31,2022-05-04,34,Bank Loan,No,Completed
S19186,P14767,C11716,A0285,2023-12-05,2025-06-30,573,Home Loan,No,Completed
S19187,P04436,C08949,A0265,2022-11-28,2025-07-28,973,UPI,Yes,Completed
S19188,P01764,C01479,A0147,2024-11-26,2025-04-04,129,UPI,No,Completed
S19189,P23329,C11014,A0385,2024-02-03,2024-03-20,46,RTGS,No,Completed
S19190,P06402,C08076,A0353,2025-09-11,2026-07-06,298,UPI,No,Completed
S19191,P27198,C01320,A0055,2026-02-07,2026-05-05,87,RTGS,No,Completed
S19192,P08820,C12951,A0357,2022-09-27,2024-07-28,670,Bank Loan,No,Completed
S19193,P24588,C09029,A0429,2022-01-31,2025-01-02,1067,RTGS,No,Completed
S19194,P21322,C07275,A0225,2025-03-20,2026-04-16,392,RTGS,No,Cancelled
S19195,P18102,C14796,A0302,2022-06-12,2025-06-12,1096,Bank Loan,Yes,Completed
S19196,P22920,C00220,A0461,2023-11-08,2025-04-30,539,Bank Loan,Yes,Completed
S19197,P27519,C08993,A0223,2023-05-10,2024-03-16,311,Bank Loan,No,Pending
S19198,P22295,C10041,A0243,2024-03-28,2025-04-22,390,UPI,No,Completed
S19199,P06712,C12367,A0190,2024-03-17,2025-08-31,532,Home Loan,No,Completed
S19200,P02866,C09666,A0102,2022-01-26,2022-02-10,15,Cash,No,Completed
S19201,P27221,C08158,A0008,2024-02-25,2026-06-06,832,Cash,Yes,Cancelled
S19202,P01777,C07432,A0061,2025-10-23,2026-05-08,197,RTGS,Yes,Completed
S19203,P17057,C08747,A0338,2023-06-15,2025-12-03,902,Cash,No,Completed
S19204,P26789,C19251,A0299,2025-05-24,2025-05-25,1,Cash,No,Completed
S19205,P21951,C11972,A0147,2024-06-01,2026-04-23,691,UPI,No,Completed
S19206,P12315,C13174,A0424,2024-10-22,2025-05-31,221,RTGS,Yes,Completed
S19207,P29272,C10429,A0388,2025-09-21,2026-04-09,200,UPI,Yes,Cancelled
S19208,P05708,C10752,A0483,2022-07-17,2023-10-15,455,UPI,No,Completed
S19209,P05936,C06574,A0173,2025-08-28,2025-10-08,41,Home Loan,Yes,Pending
S19210,P24569,C11184,A0112,2023-10-17,2024-05-10,206,RTGS,Yes,Completed
S19211,P06342,C03857,A0426,2023-09-12,2025-08-05,693,UPI,Yes,Cancelled
S19212,P06840,C04868,A0452,2022-06-09,2024-08-30,813,Cash,No,Completed
S19213,P01014,C14894,A0011,2026-01-21,2026-04-30,99,UPI,No,Pending
S19214,P02173,C16689,A0336,2025-03-25,2026-03-20,360,Bank Loan,Yes,Completed
S19215,P17777,C18475,A0010,2023-01-09,2024-09-23,623,RTGS,No,Completed
S19216,P28461,C08745,A0308,2024-08-22,2024-10-08,47,RTGS,Yes,Completed
S19217,P25629,C10656,A0468,2022-03-27,2024-05-13,778,NEFT,No,Completed
S19218,P19491,C19033,A0087,2024-11-12,2025-08-08,269,Home Loan,Yes,Completed
S19219,P24850,C12472,A0233,2026-03-02,2026-07-06,126,RTGS,No,Completed
S19220,P10005,C15164,A0139,2022-10-15,2026-05-29,1322,Cash,Yes,Completed
S19221,P18896,C18698,A0266,2022-06-22,2022-08-22,61,Cash,No,Completed
S19222,P01802,C09075,A0327,2024-09-18,2026-03-01,529,RTGS,Yes,Completed
S19223,P15703,C00483,A0192,2024-09-02,2025-02-24,175,RTGS,Yes,Completed
S19224,P00752,C05307,A0041,2025-06-05,2026-01-10,219,Home Loan,Yes,Completed
S19225,P16685,C02760,A0467,2022-08-04,2023-06-05,305,Home Loan,Yes,Completed
S19226,P06280,C01685,A0037,2022-06-07,2026-01-14,1317,UPI,No,Completed
S19227,P22190,C18068,A0310,2023-02-26,2023-10-13,229,RTGS,Yes,Completed
S19228,P00741,C05157,A0375,2023-04-10,2023-07-07,88,Bank Loan,No,Completed
S19229,P13530,C11107,A0312,2024-08-29,2026-04-15,594,Home Loan,Yes,Completed
S19230,P27555,C16626,A0008,2023-08-11,2025-06-09,668,NEFT,No,Completed
S19231,P06411,C05862,A0011,2022-03-28,2024-06-22,817,UPI,No,Completed
S19232,P02096,C17411,A0498,2026-03-07,2026-06-07,92,UPI,No,Completed
S19233,P15785,C17198,A0269,2022-04-12,2023-09-22,528,Home Loan,Yes,Completed
S19234,P16899,C09675,A0497,2024-11-26,2026-01-15,415,NEFT,Yes,Completed
S19235,P09839,C05655,A0453,2022-08-24,2023-09-13,385,Home Loan,Yes,Completed
S19236,P00247,C12303,A0306,2023-09-03,2026-02-28,909,RTGS,No,Completed
S19237,P23213,C02178,A0306,2022-10-05,2026-04-16,1289,Home Loan,Yes,Cancelled
S19238,P29189,C14733,A0338,2023-10-02,2024-11-22,417,Cash,No,Completed
S19239,P29336,C16917,A0414,2025-06-22,2026-03-14,265,Home Loan,No,Completed
S19240,P00654,C00329,A0242,2023-03-23,2024-04-13,387,NEFT,Yes,Completed
S19241,P09117,C11869,A0287,2025-10-19,2026-05-08,201,Bank Loan,Yes,Completed
S19242,P13155,C13044,A0053,2024-01-02,2024-04-08,97,Cash,No,Pending
S19243,P17561,C17371,A0103,2025-02-10,2025-04-18,67,UPI,Yes,Completed
S19244,P05934,C06816,A0194,2023-09-27,2025-11-21,786,NEFT,Yes,Completed
S19245,P08376,C12165,A0020,2023-01-23,2025-09-12,963,NEFT,No,Completed
S19246,P19672,C18355,A0064,2025-09-28,2026-05-25,239,Cash,No,Completed
S19247,P14765,C01385,A0380,2024-03-21,2026-07-05,836,Bank Loan,Yes,Completed
S19248,P16363,C17936,A0324,2022-04-28,2026-02-26,1400,UPI,Yes,Completed
S19249,P08038,C02343,A0449,2022-04-18,2024-06-14,788,Home Loan,Yes,Completed
S19250,P18335,C06967,A0049,2026-04-04,2026-04-18,14,NEFT,Yes,Cancelled
S19251,P02562,C19109,A0400,2023-05-12,2024-03-25,318,Cash,Yes,Completed
S19252,P19924,C11468,A0325,2021-07-19,2021-11-24,128,Home Loan,No,Completed
S19253,P17308,C07558,A0311,2023-12-25,2025-10-28,673,Cash,No,Completed
S19254,P18138,C06186,A0277,2025-07-01,2026-06-21,355,UPI,Yes,Completed
S19255,P11797,C11635,A0055,2023-01-15,2024-06-06,508,NEFT,No,Completed
S19256,P11539,C13380,A0263,2024-09-16,2026-07-08,660,NEFT,Yes,Cancelled
S19257,P13159,C15080,A0011,2024-08-11,2024-11-18,99,UPI,Yes,Completed
S19258,P07973,C12063,A0363,2022-01-22,2024-12-08,1051,RTGS,No,Completed
S19259,P13221,C15640,A0412,2024-11-02,2026-01-28,452,NEFT,No,Completed
S19260,P25710,C11602,A0268,2023-12-01,2024-11-12,347,NEFT,Yes,Completed
S19261,P28016,C08449,A0218,2022-02-13,2025-08-04,1268,UPI,Yes,Completed
S19262,P04718,C13897,A0447,2023-03-19,2023-11-12,238,UPI,No,Completed
S19263,P02287,C15998,A0403,2024-11-10,2026-06-09,576,Cash,No,Completed
S19264,P15783,C08976,A0157,2025-12-20,2026-03-04,74,Home Loan,No,Pending
S19265,P29687,C05555,A0036,2024-01-04,2025-10-24,659,UPI,Yes,Completed
S19266,P21189,C13778,A0069,2022-09-16,2024-04-11,573,Home Loan,Yes,Completed
S19267,P23175,C18726,A0405,2021-10-23,2024-11-16,1120,Home Loan,No,Completed
S19268,P03521,C05560,A0036,2025-11-30,2026-05-15,166,UPI,Yes,Completed
S19269,P27640,C06916,A0228,2024-03-14,2024-07-28,136,NEFT,Yes,Pending
S19270,P17123,C00492,A0104,2021-09-19,2022-11-26,433,RTGS,No,Completed
S19271,P27967,C01820,A0168,2025-06-26,2025-10-19,115,Bank Loan,Yes,Completed
S19272,P12311,C04713,A0336,2023-02-04,2026-01-21,1082,RTGS,Yes,Completed
S19273,P28263,C10648,A0043,2026-02-20,2026-03-27,35,Home Loan,No,Completed
S19274,P19012,C11103,A0159,2023-02-02,2025-10-06,977,Home Loan,Yes,Completed
S19275,P04198,C09552,A0331,2022-04-20,2026-05-22,1493,Home Loan,Yes,Pending
S19276,P27793,C03918,A0163,2022-08-15,2023-06-02,291,UPI,Yes,Completed
S19277,P01849,C00936,A0167,2024-12-16,2025-06-26,192,Cash,Yes,Cancelled
S19278,P16815,C16963,A0151,2022-09-25,2024-07-13,657,Home Loan,Yes,Completed
S19279,P22908,C08693,A0144,2023-01-01,2025-07-18,929,NEFT,Yes,Completed
S19280,P16736,C18440,A0319,2025-04-11,2026-05-03,387,RTGS,Yes,Pending
S19281,P27437,C16037,A0410,2022-10-11,2023-07-10,272,RTGS,No,Completed
S19282,P28013,C12048,A0129,2023-03-22,2024-11-17,606,NEFT,No,Completed
S19283,P22811,C02272,A0165,2022-08-20,2025-03-10,933,Bank Loan,Yes,Completed
S19284,P02147,C12014,A0474,2025-04-29,2026-02-24,301,Bank Loan,No,Completed
S19285,P07552,C05191,A0399,2023-06-09,2026-06-09,1096,Bank Loan,Yes,Completed
S19286,P14661,C09177,A0106,2024-11-26,2025-04-11,136,Home Loan,Yes,Completed
S19287,P15836,C06107,A0318,2022-10-04,2023-01-28,116,UPI,Yes,Completed
S19288,P02192,C10228,A0268,2024-09-22,2025-11-24,428,Bank Loan,Yes,Completed
S19289,P05928,C11003,A0324,2024-01-15,2025-12-28,713,RTGS,No,Cancelled
S19290,P20944,C07983,A0084,2025-10-16,2026-01-29,105,Home Loan,No,Completed
S19291,P03402,C00630,A0242,2023-11-18,2024-06-07,202,Home Loan,No,Completed
S19292,P21295,C15138,A0143,2025-08-17,2026-03-28,223,NEFT,No,Completed
S19293,P15314,C04536,A0194,2022-08-01,2026-04-28,1366,Bank Loan,Yes,Completed
S19294,P13494,C13308,A0437,2021-10-09,2023-08-31,691,Home Loan,No,Cancelled
S19295,P26633,C06804,A0199,2025-01-30,2025-07-10,161,NEFT,No,Completed
S19296,P23313,C19990,A0358,2025-01-19,2025-02-28,40,Cash,Yes,Completed
S19297,P10910,C08252,A0380,2021-08-07,2024-07-24,1082,Bank Loan,Yes,Completed
S19298,P07199,C10177,A0432,2024-08-11,2025-12-08,484,RTGS,No,Completed
S19299,P29178,C12620,A0133,2025-04-22,2025-06-14,53,UPI,No,Completed
S19300,P13380,C00954,A0297,2022-10-13,2024-10-01,719,Bank Loan,Yes,Completed
S19301,P09411,C13851,A0310,2023-12-15,2026-01-01,748,RTGS,Yes,Completed
S19302,P09363,C15624,A0143,2024-04-07,2026-06-21,805,Bank Loan,No,Completed
S19303,P08845,C17991,A0406,2025-05-09,2026-01-29,265,NEFT,Yes,Completed
S19304,P23394,C00962,A0253,2022-05-28,2024-12-06,923,Cash,Yes,Completed
S19305,P24402,C11101,A0154,2024-10-05,2025-03-13,159,NEFT,Yes,Pending
S19306,P10091,C12044,A0214,2021-10-08,2024-01-26,840,Bank Loan,No,Completed
S19307,P27915,C01487,A0057,2022-12-07,2024-05-05,515,Home Loan,Yes,Completed
S19308,P06377,C02187,A0155,2026-05-08,2026-06-11,34,UPI,Yes,Completed
S19309,P26798,C15885,A0098,2026-03-21,2026-06-02,73,Cash,Yes,Cancelled
S19310,P14969,C06981,A0434,2023-04-14,2026-01-19,1011,UPI,Yes,Pending
S19311,P08789,C07540,A0106,2025-01-25,2025-06-20,146,NEFT,Yes,Completed
S19312,P06799,C01081,A0221,2025-05-25,2026-03-01,280,Cash,No,Completed
S19313,P20734,C17077,A0178,2022-08-21,2022-10-30,70,Bank Loan,Yes,Completed
S19314,P14471,C06752,A0373,2021-11-20,2022-01-05,46,Home Loan,Yes,Completed
S19315,P19518,C12153,A0072,2024-10-08,2026-01-20,469,Bank Loan,No,Completed
S19316,P24439,C09700,A0116,2021-12-16,2024-04-19,855,Bank Loan,No,Completed
S19317,P13063,C15340,A0138,2023-02-25,2023-03-31,34,UPI,No,Completed
S19318,P21893,C16061,A0300,2022-05-26,2023-10-01,493,RTGS,Yes,Completed
S19319,P07131,C14962,A0346,2026-04-28,2026-05-13,15,Bank Loan,No,Cancelled
S19320,P18341,C05474,A0340,2024-03-09,2025-01-27,324,Bank Loan,No,Completed
S19321,P09374,C18977,A0351,2023-05-31,2025-03-07,646,RTGS,No,Completed
S19322,P05981,C00106,A0040,2025-01-12,2026-01-21,374,Bank Loan,Yes,Cancelled
S19323,P24250,C06340,A0222,2023-01-10,2025-08-16,949,NEFT,No,Completed
S19324,P11637,C02301,A0457,2026-01-31,2026-02-17,17,NEFT,No,Completed
S19325,P29251,C03544,A0467,2023-08-04,2025-12-09,858,NEFT,No,Completed
S19326,P25734,C00405,A0331,2024-06-16,2025-05-04,322,UPI,Yes,Cancelled
S19327,P19879,C14469,A0248,2022-04-16,2026-06-06,1512,Cash,Yes,Completed
S19328,P27646,C08613,A0043,2021-08-12,2026-02-05,1638,Home Loan,No,Completed
S19329,P07024,C13233,A0067,2024-04-11,2024-10-21,193,RTGS,No,Pending
S19330,P14870,C05627,A0185,2025-12-23,2026-02-19,58,UPI,No,Completed
S19331,P27354,C02089,A0238,2022-03-29,2022-06-03,66,Home Loan,Yes,Completed
S19332,P12119,C07520,A0135,2024-03-04,2025-09-24,569,Home Loan,Yes,Completed
S19333,P01114,C14016,A0498,2024-09-18,2024-10-24,36,UPI,No,Completed
S19334,P08914,C04521,A0106,2021-08-21,2026-05-19,1732,RTGS,Yes,Completed
S19335,P18784,C16797,A0224,2022-10-17,2022-12-25,69,RTGS,Yes,Completed
S19336,P00062,C17529,A0175,2025-01-11,2026-07-03,538,Cash,No,Pending
S19337,P05754,C06103,A0207,2022-02-13,2022-09-21,220,UPI,Yes,Completed
S19338,P01301,C00555,A0230,2023-05-11,2023-10-11,153,UPI,No,Pending
S19339,P26576,C10846,A0054,2023-06-22,2025-05-24,702,RTGS,No,Completed
S19340,P14945,C06583,A0224,2021-12-28,2024-10-26,1033,Bank Loan,No,Completed
S19341,P22643,C19885,A0404,2023-11-17,2023-11-20,3,Cash,Yes,Completed
S19342,P13575,C04545,A0093,2022-07-05,2024-08-21,778,Home Loan,Yes,Completed
S19343,P18527,C12525,A0222,2022-06-10,2025-05-15,1070,NEFT,Yes,Pending
S19344,P27936,C18992,A0153,2025-11-23,2026-07-04,223,UPI,No,Completed
S19345,P28423,C13380,A0417,2021-07-23,2025-08-02,1471,Bank Loan,Yes,Completed
S19346,P17050,C02928,A0081,2021-11-14,2026-03-29,1596,Bank Loan,Yes,Completed
S19347,P20883,C14784,A0188,2026-02-15,2026-07-10,145,NEFT,No,Completed
S19348,P09107,C19697,A0117,2022-06-12,2023-07-11,394,UPI,No,Pending
S19349,P29801,C06008,A0338,2024-12-28,2026-01-28,396,Bank Loan,No,Completed
S19350,P22455,C04881,A0033,2024-11-29,2025-05-01,153,RTGS,Yes,Completed
S19351,P04036,C17032,A0129,2025-05-04,2025-08-17,105,UPI,Yes,Completed
S19352,P29550,C16752,A0060,2023-01-21,2023-06-29,159,Bank Loan,Yes,Completed
S19353,P18497,C12054,A0118,2023-11-21,2024-06-14,206,Cash,Yes,Completed
S19354,P29783,C09599,A0192,2024-12-19,2026-07-08,566,Home Loan,Yes,Completed
S19355,P21863,C18278,A0030,2022-04-20,2022-05-08,18,RTGS,No,Completed
S19356,P19329,C01157,A0468,2025-12-19,2026-07-04,197,Bank Loan,No,Completed
S19357,P06281,C14418,A0405,2025-03-05,2025-12-26,296,NEFT,No,Pending
S19358,P29299,C02342,A0387,2023-01-13,2024-02-20,403,UPI,No,Completed
S19359,P09485,C03077,A0301,2026-03-13,2026-03-15,2,Home Loan,No,Completed
S19360,P22040,C00845,A0277,2023-08-14,2024-12-12,486,Bank Loan,Yes,Completed
S19361,P29718,C08277,A0029,2021-10-11,2022-04-15,186,NEFT,No,Completed
S19362,P21368,C13433,A0439,2021-11-30,2022-03-29,119,Bank Loan,No,Completed
S19363,P18387,C09040,A0303,2025-10-26,2025-11-20,25,Bank Loan,No,Completed
S19364,P26613,C14036,A0276,2025-07-13,2025-10-22,101,Bank Loan,No,Pending
S19365,P13172,C03957,A0268,2022-01-16,2022-02-04,19,Cash,Yes,Completed
S19366,P28901,C09986,A0310,2023-12-11,2024-12-27,382,RTGS,Yes,Completed
S19367,P00989,C09954,A0203,2024-03-26,2024-07-01,97,NEFT,Yes,Completed
S19368,P16544,C01998,A0059,2025-06-20,2025-08-30,71,UPI,No,Completed
S19369,P24733,C18970,A0218,2022-01-15,2024-12-06,1056,RTGS,No,Completed
S19370,P27591,C07486,A0124,2021-09-22,2025-10-30,1499,Home Loan,No,Completed
S19371,P20978,C18008,A0155,2023-10-27,2026-06-16,963,UPI,No,Completed
S19372,P09764,C16152,A0343,2024-03-06,2024-05-05,60,Bank Loan,No,Completed
S19373,P17772,C07717,A0114,2025-12-27,2026-03-11,74,Home Loan,No,Completed
S19374,P14349,C01661,A0205,2021-10-24,2025-10-05,1442,UPI,No,Completed
S19375,P24638,C19646,A0346,2021-08-24,2025-03-18,1302,Cash,No,Cancelled
S19376,P09562,C14881,A0169,2023-08-11,2024-10-29,445,NEFT,No,Completed
S19377,P16081,C09003,A0053,2025-06-18,2026-06-28,375,Cash,No,Completed
S19378,P26941,C00817,A0219,2023-12-26,2023-12-26,0,UPI,No,Completed
S19379,P07241,C16309,A0467,2026-04-30,2026-07-03,64,Home Loan,Yes,Completed
S19380,P13415,C12984,A0428,2022-01-08,2022-09-25,260,Home Loan,Yes,Completed
S19381,P00511,C11886,A0363,2025-11-04,2026-07-09,247,RTGS,Yes,Completed
S19382,P12347,C06734,A0301,2024-03-28,2025-12-17,629,NEFT,No,Completed
S19383,P19523,C12071,A0174,2024-11-21,2025-06-17,208,NEFT,No,Cancelled
S19384,P15598,C05125,A0217,2021-08-23,2022-05-13,263,RTGS,Yes,Completed
S19385,P00305,C01672,A0312,2023-02-24,2024-02-05,346,Cash,Yes,Completed
S19386,P28386,C11657,A0091,2023-04-14,2025-05-17,764,UPI,No,Completed
S19387,P13331,C12401,A0223,2022-12-16,2025-05-15,881,Home Loan,Yes,Completed
S19388,P06029,C17552,A0442,2025-02-25,2025-05-08,72,Bank Loan,Yes,Completed
S19389,P23629,C12737,A0372,2025-05-27,2025-06-06,10,Bank Loan,Yes,Completed
S19390,P07499,C00096,A0112,2025-12-02,2026-07-10,220,Home Loan,Yes,Completed
S19391,P27701,C02590,A0007,2025-07-11,2025-10-13,94,RTGS,Yes,Completed
S19392,P08520,C02551,A0158,2022-07-30,2022-08-08,9,Bank Loan,Yes,Completed
S19393,P09623,C19880,A0156,2025-01-19,2026-03-24,429,RTGS,No,Completed
S19394,P27507,C03472,A0324,2022-01-05,2024-05-18,864,UPI,Yes,Completed
S19395,P22184,C05187,A0323,2023-12-17,2025-09-18,641,Cash,No,Completed
S19396,P26850,C09381,A0091,2022-04-16,2025-08-13,1215,Cash,No,Completed
S19397,P11303,C14954,A0161,2021-08-23,2025-04-22,1338,Bank Loan,No,Completed
S19398,P14735,C03435,A0202,2022-02-06,2023-02-01,360,Bank Loan,Yes,Cancelled
S19399,P00804,C04555,A0125,2026-01-15,2026-07-13,179,NEFT,Yes,Completed
S19400,P24670,C16066,A0480,2025-07-25,2025-09-25,62,UPI,No,Completed
S19401,P14057,C02355,A0490,2024-06-29,2025-11-27,516,Bank Loan,Yes,Completed
S19402,P10305,C13532,A0169,2022-04-09,2023-11-23,593,Cash,Yes,Completed
S19403,P15422,C01145,A0091,2022-03-12,2023-01-20,314,UPI,No,Completed
S19404,P06647,C07303,A0367,2024-10-25,2025-08-25,304,Bank Loan,Yes,Completed
S19405,P28242,C07542,A0405,2022-11-30,2023-09-23,297,Home Loan,Yes,Completed
S19406,P03751,C19685,A0166,2022-11-19,2023-07-17,240,UPI,Yes,Completed
S19407,P22821,C11616,A0231,2025-06-15,2025-07-02,17,Bank Loan,No,Pending
S19408,P08170,C16387,A0309,2023-02-25,2025-08-28,915,Cash,Yes,Pending
S19409,P18981,C18410,A0322,2025-11-22,2026-02-09,79,UPI,No,Completed
S19410,P27566,C15917,A0188,2025-05-28,2025-12-31,217,Bank Loan,Yes,Completed
S19411,P21139,C16539,A0300,2023-12-01,2024-09-25,299,Cash,No,Completed
S19412,P01699,C15163,A0470,2024-06-07,2024-07-11,34,NEFT,Yes,Completed
S19413,P08437,C18798,A0062,2024-11-10,2025-02-07,89,Cash,Yes,Completed
S19414,P17049,C18674,A0431,2022-05-28,2024-10-16,872,UPI,No,Completed
S19415,P18416,C02782,A0353,2025-08-18,2025-10-21,64,NEFT,No,Pending
S19416,P21789,C01220,A0459,2023-06-14,2025-07-30,777,Cash,No,Completed
S19417,P10033,C18786,A0195,2023-07-04,2025-03-11,616,Home Loan,No,Completed
S19418,P17992,C00206,A0062,2025-04-12,2026-03-29,351,Cash,No,Completed
S19419,P10748,C06652,A0394,2024-06-28,2025-06-11,348,NEFT,Yes,Cancelled
S19420,P29887,C09073,A0397,2023-12-29,2024-03-19,81,Cash,No,Completed
S19421,P02760,C09053,A0353,2024-06-02,2024-07-22,50,Home Loan,No,Completed
S19422,P12568,C05853,A0424,2023-04-09,2023-07-23,105,UPI,No,Pending
S19423,P22231,C00501,A0473,2023-06-13,2023-07-29,46,Cash,Yes,Completed
S19424,P25560,C17077,A0333,2025-03-27,2025-06-01,66,RTGS,Yes,Pending
S19425,P05103,C09175,A0481,2024-11-07,2025-03-24,137,RTGS,No,Completed
S19426,P09506,C08721,A0064,2026-04-15,2026-04-30,15,Bank Loan,No,Pending
S19427,P01264,C14235,A0214,2026-01-24,2026-03-08,43,RTGS,No,Completed
S19428,P00482,C08251,A0377,2025-08-15,2025-10-12,58,RTGS,Yes,Completed
S19429,P04207,C16145,A0462,2024-08-06,2025-04-09,246,Bank Loan,No,Completed
S19430,P11130,C01279,A0466,2024-12-13,2026-05-18,521,Bank Loan,Yes,Completed
S19431,P23086,C01176,A0123,2021-08-24,2023-09-01,738,UPI,No,Pending
S19432,P09541,C03089,A0155,2022-11-28,2026-06-28,1308,Cash,No,Pending
S19433,P27923,C09312,A0095,2024-10-19,2026-05-10,568,UPI,Yes,Completed
S19434,P14224,C17626,A0375,2021-09-19,2024-03-16,909,Bank Loan,No,Completed
S19435,P17343,C17100,A0146,2023-06-30,2024-12-29,548,UPI,No,Completed
S19436,P02001,C16683,A0125,2021-11-04,2026-07-05,1704,Cash,No,Completed
S19437,P03279,C10978,A0258,2023-01-22,2023-03-23,60,NEFT,Yes,Cancelled
S19438,P21805,C00269,A0369,2022-12-31,2023-03-19,78,Cash,Yes,Completed
S19439,P28222,C00416,A0474,2022-07-08,2023-10-09,458,Home Loan,No,Pending
S19440,P08676,C02949,A0140,2026-03-31,2026-04-20,20,RTGS,Yes,Completed
S19441,P25392,C00154,A0145,2025-01-07,2025-07-27,201,NEFT,Yes,Cancelled
S19442,P11862,C04610,A0214,2025-10-29,2026-04-29,182,Bank Loan,Yes,Completed
